xb	xfa	a	aa	xfb	b	ba	xfc	c	ca	xfd	d	da	xfe	e	ea	xff	f	fa	xfh	h	ha	xfg	g	ga	xfi	i	ia	xfk	k	ka
335.148	9.44519	13917.1	8153.59	9.43913	306.728	13098	9.44045	2181.82	5963.37	9.43949	114	3685.19	9.4394	78.9192	1811.84	9.4366	-313.306	819.365	9.4498	78.5194	54.0515	9.43791	-180.827	236.969	9.43791	62.8716	5.38078	9.43791	-29.3318	3.51036
335.151	9.44512	13875.1	8187.96	9.43906	58.7654	13098	9.44038	2107.84	5968.51	9.43942	77	3685.58	9.43933	62.9268	1811.95	9.43653	-316.3	818.563	9.44973	79.5167	54.2545	9.43784	-188.825	236.494	9.43784	62.8728	5.55255	9.43784	-30.3289	3.43312
335.153	9.44505	13831.1	8222.23	9.43899	-190.197	13097.4	9.44031	2031.86	5973.45	9.43935	41	3685.87	9.43926	45.9344	1812.02	9.43646	-317.294	817.759	9.44966	82.5139	54.465	9.43777	-196.823	235.999	9.43777	62.874	5.72433	9.43777	-30.326	3.35589
335.156	9.44498	13784.1	8256.37	9.43892	-441.16	13096.2	9.44024	1954.88	5978.2	9.43928	8	3686.09	9.43919	27.9421	1812.04	9.43639	-319.288	816.95	9.44959	86.5112	54.6854	9.4377	-204.82	235.485	9.4377	61.8751	5.89362	9.4377	-31.323	3.27617
335.158	9.44491	13735.2	8290.39	9.43885	-692.123	13094.3	9.44017	1873.9	5982.75	9.43921	-25	3686.22	9.43912	10.9497	1812.02	9.43632	-320.282	816.139	9.44952	89.5085	54.9133	9.43763	-212.818	234.95	9.43763	60.8763	6.06042	9.43763	-31.3201	3.19647
335.161	9.44484	13684.2	8324.29	9.43878	-946.086	13091.8	9.4401	1791.93	5987.09	9.43914	-57	3686.27	9.43905	-7.04262	1811.96	9.43625	-322.276	815.323	9.44945	92.5058	55.1486	9.43756	-220.816	234.395	9.43756	60.8775	6.22723	9.43756	-31.3172	3.11677
335.163	9.44477	13631.2	8358.05	9.43871	-1199.05	13088.7	9.44003	1708.95	5991.23	9.43907	-91	3686.24	9.43898	-25.035	1811.85	9.43618	-323.269	814.504	9.44938	95.5031	55.3914	9.43749	-227.814	233.824	9.43749	62.8786	6.39902	9.43749	-32.3143	3.03459
335.166	9.4447	13576.2	8391.68	9.43864	-1449.01	13084.9	9.43996	1624.97	5995.16	9.439	-125	3686.12	9.43891	-41.0273	1811.71	9.43611	-325.263	813.68	9.44931	97.5003	55.6391	9.43742	-235.812	233.232	9.43742	62.8798	6.57081	9.43742	-33.3113	2.94994
335.168	9.44463	13518.2	8425.16	9.43857	-1691.97	13080.6	9.43989	1539.99	5998.88	9.43893	-159	3685.92	9.43884	-56.0197	1811.52	9.43604	-326.257	812.854	9.44924	99.4976	55.8918	9.43735	-243.81	232.62	9.43735	64.8809	6.74757	9.43735	-35.3084	2.86032
335.171	9.44456	13457.3	8458.5	9.4385	-1930.94	13075.6	9.43982	1456.02	6002.39	9.43886	-192	3685.64	9.43877	-71.0121	1811.3	9.43597	-328.251	812.023	9.44917	101.495	56.1495	9.43728	-250.807	231.991	9.43728	66.8821	6.92931	9.43728	-37.3055	2.76573
335.173	9.44449	13392.3	8491.67	9.43843	-2163.9	13070.1	9.43975	1371.04	6005.69	9.43879	-226	3685.27	9.4387	-88.0044	1811.04	9.4359	-332.245	811.181	9.4491	102.492	56.4096	9.43721	-257.805	231.344	9.43721	67.8833	7.11354	9.43721	-39.3025	2.66618
335.176	9.44442	13325.3	8524.67	9.43836	-2393.86	13064	9.43968	1286.06	6008.78	9.43872	-259	3684.82	9.43863	-103.997	1810.73	9.43583	-335.239	810.333	9.44902	103.489	56.6723	9.43714	-265.803	230.678	9.43714	68.8845	7.30026	9.43714	-42.2996	2.55917
335.178	9.44435	13253.3	8557.49	9.43829	-2618.82	13057.4	9.43961	1200.08	6011.65	9.43865	-292	3684.29	9.43856	-121.989	1810.38	9.43576	-338.233	809.477	9.44895	103.487	56.9349	9.43707	-272.801	229.994	9.43707	68.8856	7.48698	9.43707	-43.2967	2.44969
335.181	9.44428	13178.4	8590.13	9.43822	-2843.79	13050.1	9.43954	1112.1	6014.31	9.43858	-324	3683.68	9.43849	-139.981	1809.99	9.43569	-341.226	808.613	9.44888	102.484	57.195	9.437	-280.799	229.291	9.437	66.8868	7.66874	9.437	-43.2938	2.34021
335.183	9.44421	13102.4	8622.58	9.43815	-3066.75	13042.4	9.43947	1025.13	6016.75	9.43851	-357	3682.98	9.43842	-157.974	1809.55	9.43562	-344.22	807.743	9.44881	102.481	57.4552	9.43693	-288.796	228.567	9.43693	64.888	7.84552	9.43693	-43.2908	2.23074
335.186	9.44414	13023.4	8654.83	9.43808	-3289.71	13034	9.4394	938.148	6018.97	9.43844	-389	3682.21	9.43835	-174.966	1809.07	9.43555	-344.214	806.872	9.44874	103.479	57.7178	9.43686	-296.794	227.824	9.43686	62.8891	8.01733	9.43686	-42.2879	2.12377
335.188	9.44407	12941.4	8686.88	9.43801	-3512.68	13025.2	9.43933	853.171	6020.98	9.43837	-423	3681.35	9.43828	-191.959	1808.55	9.43548	-345.208	805.998	9.44867	104.476	57.9828	9.43679	-302.792	227.065	9.43679	61.8903	8.18666	9.43679	-41.285	2.01929
335.191	9.444	12855.5	8718.72	9.43794	-3736.64	13015.7	9.43926	768.193	6022.78	9.4383	-457	3680.41	9.43821	-206.951	1807.99	9.43541	-347.202	805.12	9.4486	106.473	58.2529	9.43672	-308.79	226.292	9.43672	62.8914	8.35847	9.43672	-40.282	1.9173
335.193	9.44393	12767.5	8750.33	9.43787	-3961.6	13005.7	9.43919	682.215	6024.37	9.43823	-491	3679.38	9.43814	-221.943	1807.39	9.43534	-349.196	804.237	9.44853	107.47	58.5254	9.43665	-313.788	225.506	9.43665	63.8926	8.53278	9.43665	-40.2791	1.81532
335.196	9.44386	12676.5	8781.72	9.4378	-4186.56	12995.2	9.43912	596.237	6025.74	9.43816	-524	3678.27	9.43807	-236.936	1806.76	9.43527	-350.189	803.351	9.44846	109.468	58.8029	9.43658	-318.785	224.708	9.43658	66.8938	8.71455	9.43658	-40.2762	1.71334
335.198	9.44379	12583.5	8812.88	9.43773	-4413.53	12984.1	9.43905	509.259	6026.9	9.43809	-558	3677.08	9.438	-252.928	1806.08	9.4352	-350.183	802.465	9.44839	109.465	59.0804	9.43651	-322.783	223.9	9.43651	68.8949	8.90129	9.43651	-41.2733	1.60889
335.201	9.44372	12486.6	8843.8	9.43766	-4638.49	12972.4	9.43898	422.282	6027.84	9.43802	-593	3675.8	9.43793	-266.92	1805.37	9.43513	-348.177	801.584	9.44832	109.462	59.3579	9.43644	-327.781	223.08	9.43644	70.8961	9.09302	9.43644	-43.2703	1.49947
335.203	9.44365	12386.6	8874.47	9.43759	-4860.45	12960.2	9.43891	335.304	6028.56	9.43795	-630	3674.43	9.43786	-281.913	1804.63	9.43506	-348.171	800.704	9.44825	108.46	59.6329	9.43637	-332.779	222.247	9.43637	71.8973	9.28723	9.43637	-46.2674	1.3826
335.206	9.44358	12283.6	8904.88	9.43752	-5081.42	12947.4	9.43884	247.326	6029.07	9.43788	-665	3672.97	9.43779	-295.905	1803.85	9.43499	-345.165	799.831	9.44818	107.457	59.9054	9.4363	-338.777	221.399	9.4363	72.8984	9.48392	9.4363	-49.2645	1.25828
335.208	9.44351	12178.6	8935.04	9.43745	-5299.38	12934.1	9.43877	158.348	6029.35	9.43781	-698	3671.42	9.43772	-309.897	1803.03	9.43492	-344.159	798.96	9.44811	106.454	60.1754	9.43623	-344.775	220.536	9.43623	74.8996	9.6856	9.43623	-51.2616	1.12899
335.21	9.44344	12070.6	8964.92	9.43738	-5514.34	12920.2	9.4387	69.3705	6029.42	9.43774	-731	3669.8	9.43765	-322.89	1802.18	9.43485	-343.152	798.092	9.44804	104.451	60.4404	9.43616	-350.772	219.659	9.43616	77.9008	9.89473	9.43616	-51.2586	0.99971
335.213	9.44337	11960.7	8994.53	9.43731	-5728.3	12905.8	9.43863	-18.6073	6029.26	9.43767	-762	3668.1	9.43758	-335.882	1801.3	9.43478	-342.146	797.226	9.44797	101.449	60.698	9.43609	-357.77	218.764	9.43609	78.9019	10.1064	9.43609	-51.2557	0.87044
335.215	9.4433	11846.7	9023.86	9.43724	-5940.27	12890.9	9.43856	-106.585	6028.89	9.4376	-795	3666.32	9.43751	-348.874	1800.39	9.43471	-342.14	796.36	9.4479	97.4459	60.9456	9.43602	-362.768	217.856	9.43602	78.9031	10.318	9.43602	-51.2528	0.74118
335.218	9.44323	11730.7	9052.9	9.43717	-6151.23	12875.5	9.43849	-193.563	6028.29	9.43753	-826	3664.46	9.43744	-359.867	1799.45	9.43464	-342.134	795.494	9.44783	93.4432	61.1832	9.43595	-366.766	216.939	9.43595	77.9043	10.5271	9.43595	-51.2498	0.61192
335.22	9.44316	11611.7	9081.64	9.4371	-6361.19	12859.5	9.43842	-279.541	6027.49	9.43746	-856	3662.52	9.43737	-372.859	1798.48	9.43457	-343.128	794.626	9.44776	88.4404	61.4085	9.43588	-371.764	216.009	9.43588	75.9054	10.7313	9.43588	-51.2469	0.48267
335.223	9.44309	11488.8	9110.08	9.43703	-6570.15	12843	9.43835	-366.518	6026.47	9.43739	-884	3660.52	9.4373	-385.851	1797.47	9.4345	-343.122	793.758	9.44769	84.4377	61.6237	9.43581	-375.761	215.069	9.43581	74.9066	10.933	9.43581	-49.244	0.3584
