mag	a	aa	b	ba	c	ca	d	da	e	ea	f	fa	g	ga	h	ha	i	ia	k	ka
338.391	-63.2817	47.663	-99.6863	63.0919	-58.215	43.5715	-201	58.2978	-60.1129	30.4092	-27.2758	12.5202	-22.0312	5.2686	-21.977	0.87058	-5.60784	-0.4284	13.4869	-1.65204
338.393	-61.2582	47.3828	-100.649	62.698	-60.1928	43.3122	-200	57.9944	-58.1052	30.2196	-29.2696	12.4324	-22.0339	5.21913	-19.9748	0.81541	-2.60667	-0.41943	14.4898	-1.61785
338.395	-58.2347	47.1101	-101.612	62.3016	-61.1706	43.0504	-200	57.691	-56.0976	30.0349	-30.2635	12.3421	-20.0366	5.17464	-17.9726	0.76522	-0.60551	-0.40549	14.4928	-1.58365
338.398	-55.2112	46.845	-102.575	61.9029	-62.1484	42.7862	-200	57.3875	-53.0899	29.8576	-30.2573	12.2518	-18.0393	5.13511	-15.9704	0.72001	-0.60434	-0.39154	13.4957	-1.55193
338.4	-54.1877	46.5824	-102.537	61.5043	-63.1262	42.5195	-201	57.0817	-51.0823	29.6854	-30.2512	12.1615	-16.0421	5.10054	-13.9683	0.67978	0.39683	-0.37511	12.4986	-1.52268
338.403	-53.1642	46.3223	-101.5	61.1082	-63.104	42.2529	-202	56.7732	-49.0746	29.5182	-29.245	12.0738	-15.0448	5.06846	-12.9661	0.64204	1.39799	-0.35619	11.5016	-1.49592
338.405	-51.1407	46.0673	-99.4628	60.7173	-64.0818	41.9839	-204	56.4599	-46.067	29.3584	-28.2389	11.9885	-15.0475	5.03637	-10.9639	0.60928	1.39916	-0.33726	10.5045	-1.47163
338.408	-49.1172	45.8174	-98.4255	60.3289	-65.0595	41.7124	-206	56.1416	-43.0594	29.2061	-28.2327	11.9033	-16.0502	5.00178	-9.9617	0.57901	-0.59968	-0.3233	8.50741	-1.45232
338.41	-47.0936	45.5724	-97.3883	59.943	-67.0373	41.4361	-209	55.8158	-40.0517	29.0613	-27.2265	11.8205	-17.0529	4.96471	-7.95951	0.55372	-2.59851	-0.31431	6.51034	-1.43796
338.413	-45.0701	45.3325	-97.351	59.5573	-68.0151	41.1573	-213	55.48	-37.0441	28.924	-26.2204	11.7403	-16.0557	4.93011	-8.95733	0.52595	-4.59734	-0.3103	5.51327	-1.42609
338.415	-44.0466	45.0951	-96.3138	59.1741	-68.9929	40.876	-216	55.1368	-35.0364	28.7916	-26.2142	11.6601	-16.0584	4.8955	-7.95514	0.50067	-5.59618	-0.30876	3.51619	-1.41918
338.418	-46.0231	44.8528	-96.2765	58.7911	-68.9707	40.5949	-217	54.7911	-34.0288	28.6618	-26.2081	11.5798	-16.0611	4.86089	-5.95296	0.48037	-7.59501	-0.3122	3.51912	-1.41226
338.42	-46.9996	44.6081	-95.2392	58.4106	-68.9485	40.3137	-216	54.4479	-33.0211	28.5345	-28.2019	11.4947	-17.0638	4.82379	-4.95077	0.46256	-11.5939	-0.32558	3.52205	-1.40534
338.423	-48.9761	44.3585	-94.202	58.0327	-67.9262	40.0352	-215	54.1072	-34.0135	28.4047	-29.1958	11.407	-17.0666	4.78667	-2.94858	0.44972	-14.5927	-0.34641	3.52498	-1.39841
338.425	-50.9526	44.104	-93.1647	57.6574	-66.904	39.7591	-213	53.7715	-36.0059	28.2699	-30.1896	11.3169	-17.0693	4.74956	-0.9464	0.44187	-15.5915	-0.36973	2.52791	-1.39395
338.428	-55.9291	43.8371	-92.1275	57.2846	-65.8818	39.4856	-210	53.4432	-36.9982	28.1327	-31.1834	11.2243	-16.072	4.71492	1.05579	0.43899	-16.5904	-0.39553	0.53084	-1.39447
338.43	-59.9056	43.5603	-91.0902	56.9144	-64.8596	39.2147	-207	53.1223	-39.9906	27.9881	-31.1773	11.1318	-13.0747	4.68773	3.05797	0.44109	-17.5892	-0.42382	-0.46623	-1.39746
338.433	-63.8821	43.2736	-90.0529	56.5469	-64.8374	38.9438	-204	52.809	-42.9829	27.836	-30.1711	11.0417	-11.0775	4.66551	4.06016	0.44569	-20.588	-0.45956	-1.46331	-1.40293
338.435	-66.8585	42.9795	-89.0157	56.1819	-65.8152	38.6704	-202	52.5006	-44.9753	27.6789	-29.165	10.9541	-11.0802	4.64328	5.06234	0.45277	-20.5868	-0.49529	-1.46038	-1.40839
338.438	-68.835	42.6805	-86.9784	55.8219	-66.793	38.3946	-201	52.1947	-46.9676	27.5169	-28.1588	10.8691	-11.0829	4.62105	5.06453	0.45987	-21.5857	-0.53352	-1.45745	-1.41385
338.44	-68.8115	42.3815	-83.9412	55.4695	-67.7707	38.1165	-200	51.8912	-48.96	27.35	-28.1526	10.784	-11.0856	4.59881	5.06671	0.46696	-21.5845	-0.57173	-1.45452	-1.4193
338.443	-67.788	42.0851	-79.9039	55.1272	-68.7485	37.8359	-198	51.5928	-49.9523	27.1806	-28.1465	10.699	-12.0884	4.57408	6.0689	0.47655	-21.5833	-0.60995	-2.45159	-1.42723
338.445	-66.7645	41.7913	-77.8667	54.7899	-68.7263	37.5553	-196	51.2993	-50.9447	27.0087	-28.1403	10.6139	-12.0911	4.54933	6.07109	0.48614	-19.5822	-0.64319	-3.44866	-1.43764
338.448	-65.741	41.5	-75.8294	54.4577	-70.7041	37.2698	-193	51.0133	-51.937	26.8343	-29.1342	10.5265	-11.0938	4.52707	7.07327	0.49823	-17.581	-0.67145	-4.44574	-1.45052
338.45	-64.7175	41.2112	-73.7921	54.1305	-70.6819	36.9844	-190	50.7348	-52.9294	26.6575	-28.128	10.4415	-11.0965	4.50481	8.07546	0.51281	-15.5799	-0.69474	-4.44281	-1.4634
338.453	-62.694	40.9275	-71.7549	53.8084	-70.6596	36.699	-186	50.4661	-52.9218	26.4807	-27.1218	10.359	-11.0992	4.48253	8.07764	0.52739	-14.5787	-0.71554	-4.43988	-1.47628
338.455	-60.6705	40.6488	-71.7176	53.4864	-70.6374	36.4137	-182	50.2075	-52.9141	26.3039	-26.1157	10.279	-12.102	4.45776	9.07983	0.54447	-12.5775	-0.73137	-4.43695	-1.48914
338.458	-59.647	40.3726	-72.6804	53.162	-70.6152	36.1284	-181	49.9513	-52.9065	26.1272	-24.1095	10.204	-11.1047	4.43548	9.08201	0.56155	-11.5764	-0.7447	-4.43402	-1.502
338.46	-58.6234	40.099	-74.6431	52.8327	-70.593	35.8432	-178	49.7026	-52.8988	25.9504	-24.1034	10.129	-10.1074	4.41567	9.0842	0.57863	-7.57519	-0.74809	-4.43109	-1.51485
338.463	-57.5999	39.8279	-75.6058	52.501	-69.5708	35.5605	-176	49.4588	-53.8912	25.7712	-24.0972	10.0541	-9.11013	4.39834	8.08638	0.59323	-4.57402	-0.74401	-5.42816	-1.53018
338.465	-56.5764	39.5594	-77.5686	52.1645	-68.5486	35.2804	-175	49.2176	-54.8835	25.5895	-25.091	9.97662	-8.11286	4.38349	5.08857	0.60038	-1.57286	-0.73247	-5.42524	-1.5455
338.468	-55.5529	39.2934	-77.5313	51.8281	-67.5263	35.0028	-174	48.9788	-54.8759	25.4079	-25.0849	9.8992	-8.11558	4.36863	3.09076	0.60257	2.42831	-0.71099	-4.42231	-1.55833
338.47	-55.5294	39.0275	-77.4941	51.4917	-67.5041	34.7253	-174	48.74	-55.8683	25.2238	-26.0787	9.81931	-10.1183	4.3488	1.09294	0.59978	4.42948	-0.68453	-3.41938	-1.56866
338.473	-56.5059	38.7591	-76.4568	51.1579	-67.4819	34.4478	-175	48.4988	-54.8606	25.0422	-25.0726	9.74192	-12.121	4.32398	-1.90487	0.58955	5.43064	-0.65558	-3.41645	-1.57899
338.475	-55.4824	38.4933	-77.4195	50.8217	-67.4597	34.1704	-177	48.2525	-54.853	24.8606	-24.0664	9.66703	-15.1237	4.2917	-2.90269	0.57683	6.43181	-0.62414	-2.41352	-1.58683
338.478	-54.4589	38.2301	-77.3823	50.4857	-66.4375	33.8955	-179	48.0013	-54.8453	24.679	-23.0603	9.59464	-18.1265	4.25195	-2.9005	0.56412	4.43297	-0.59767	-2.41059	-1.59465
338.48	-53.4354	37.9693	-77.345	50.1497	-65.4153	33.6232	-181	47.7451	-54.8377	24.4974	-24.0541	9.51978	-21.1292	4.20474	-2.89832	0.55141	3.43414	-0.57368	-2.40767	-1.60247
338.483	-52.4119	37.7112	-76.3078	49.8162	-63.3931	33.3558	-184	47.4815	-55.83	24.3134	-24.048	9.44494	-22.1319	4.15504	-2.89613	0.53871	2.43531	-0.55218	0.59526	-1.60282
338.485	-50.3883	37.458	-73.2705	49.4904	-61.3708	33.0936	-186	47.2129	-56.8224	24.1269	-24.0418	9.37011	-23.1346	4.10284	-4.89394	0.52104	0.43647	-0.53565	2.59819	-1.5982
338.487	-49.3648	37.2074	-70.2332	49.1721	-59.3486	32.8363	-188	46.9393	-57.8147	23.938	-22.0356	9.30027	-22.1374	4.05312	-5.89176	0.50089	-0.56236	-0.5216	5.60112	-1.5861
338.49	-46.3413	36.9644	-68.196	48.8588	-57.3264	32.5841	-188	46.6657	-59.8071	23.744	-21.0295	9.23293	-22.1401	4.00339	-5.88957	0.48074	-1.5612	-0.51003	8.60405	-1.56654
338.492	-45.3178	36.7238	-67.1587	48.5482	-55.3042	32.3369	-189	46.3896	-59.7995	23.5501	-21.0233	9.16561	-21.1428	3.95614	-4.88739	0.46309	-1.56003	-0.49847	10.607	-1.54201
338.495	-44.2943	36.4858	-66.1215	48.2401	-54.282	32.0922	-187	46.1185	-59.7918	23.3563	-21.0172	9.0983	-21.1455	3.90889	-3.8852	0.44793	-0.55886	-0.48441	11.6099	-1.51497
338.497	-45.2708	36.2454	-66.0842	47.9321	-54.2598	31.8476	-186	45.8499	-59.7842	23.1624	-21.011	9.03101	-21.1483	3.86163	-1.88302	0.43775	1.4423	-0.46538	11.6128	-1.48793
338.5	-46.2473	36.0026	-67.0469	47.6217	-56.2375	31.5981	-185	45.5838	-58.7765	22.9711	-21.0048	8.96373	-22.151	3.81188	-0.88083	0.43005	3.44347	-0.44137	12.6158	-1.4584
338.502	-46.2238	35.7598	-67.0097	47.3114	-58.2153	31.3437	-185	45.3177	-57.7689	22.7822	-21.9987	8.89399	-22.1537	3.76212	-0.87865	0.42237	5.44463	-0.41238	11.6187	-1.43134
338.505	-46.2003	35.517	-66.9724	47.0012	-60.1931	31.0843	-184	45.054	-55.7612	22.5984	-20.9925	8.82674	-21.1564	3.71484	-0.87646	0.41469	6.4458	-0.38091	11.6216	-1.40428
338.507	-44.1767	35.2794	-66.9352	46.6911	-60.1709	30.825	-183	44.7929	-54.7536	22.417	-21.9864	8.75702	-18.1592	3.67501	-1.87427	0.40453	5.44697	-0.35191	10.6245	-1.3797
338.51	-41.1532	35.0492	-68.8979	46.3761	-59.1487	30.5682	-182	44.5342	-52.746	22.2407	-21.9802	8.68732	-16.1619	3.64015	-1.87209	0.39437	4.44813	-0.32541	9.62748	-1.35759
338.512	-38.1297	34.8265	-71.8607	46.0538	-57.1265	30.3165	-181	44.278	-50.7383	22.0693	-23.974	8.61266	-14.1646	3.61025	-1.8699	0.38422	2.4493	-0.30387	8.63041	-1.33797
338.515	-37.1062	34.6064	-73.8234	45.7265	-56.1043	30.0673	-181	44.0219	-48.7307	21.9029	-24.9679	8.53553	-12.1673	3.58532	-2.86772	0.37159	1.45046	-0.28482	8.63333	-1.31833
338.517	-35.0827	34.3913	-73.7861	45.3994	-55.082	29.8207	-181	43.7657	-47.723	21.739	-24.9617	8.45841	-12.17	3.56038	-3.86553	0.35648	0.45163	-0.26825	7.63626	-1.30118
338.52	-34.0592	34.1787	-73.7489	45.0723	-54.0598	29.5766	-181	43.5095	-45.7154	21.5801	-23.9556	8.3838	-13.1728	3.53295	-4.86335	0.33888	-0.5472	-0.25416	6.63919	-1.28651
338.522	-31.0357	33.9737	-74.7116	44.7429	-52.0376	29.3375	-181	43.2533	-42.7077	21.4287	-23.9494	8.3092	-13.1755	3.50552	-5.86116	0.31881	-2.54604	-0.24504	5.64212	-1.27431
338.525	-30.0122	33.7712	-76.6744	44.4085	-50.0154	29.1035	-181	42.9971	-40.7001	21.2823	-23.9432	8.23462	-13.1782	3.47807	-6.85898	0.29625	-5.54487	-0.24338	5.64505	-1.26211
338.527	-27.9887	33.5738	-76.6371	44.0743	-48.9932	28.8719	-181	42.741	-38.6924	21.1409	-23.9371	8.16005	-12.1809	3.45311	-6.85679	0.27371	-7.54371	-0.24669	6.64798	-1.24741
338.53	-27.9652	33.3764	-74.5999	43.7452	-48.971	28.6405	-180	42.4873	-36.6848	21.0044	-22.9309	8.08798	-11.1837	3.43062	-6.8546	0.25116	-8.54254	-0.25248	6.6509	-1.23271
338.532	-26.9416	33.1816	-73.5626	43.4186	-48.9487	28.4091	-178	42.2385	-34.6771	20.873	-22.9248	8.01593	-9.18637	3.41311	-7.85242	0.22614	-8.54137	-0.25827	6.65383	-1.218
338.535	-26.9181	32.9868	-71.5253	43.097	-48.9265	28.1778	-177	41.9923	-33.6695	20.7441	-22.9186	7.9439	-7.1891	3.40055	-7.85023	0.20112	-8.54021	-0.26406	7.65676	-1.20079
338.537	-26.8946	32.792	-69.4881	42.7806	-48.9043	27.9465	-177	41.7461	-32.6619	20.6176	-23.9125	7.8694	-6.19182	3.39048	-6.84805	0.17859	-9.53904	-0.27233	8.65969	-1.1811
338.54	-24.8711	32.6023	-69.4508	42.4642	-47.8821	27.7177	-177	41.4998	-31.6542	20.4937	-23.9063	7.7949	-6.19454	3.3804	-6.84586	0.15607	-11.5379	-0.28556	9.66262	-1.15891
338.542	-23.8476	32.4152	-68.4136	42.1504	-45.8599	27.494	-177	41.2536	-30.6466	20.3723	-25.9001	7.71546	-6.19726	3.37031	-6.84368	0.13355	-13.5367	-0.30377	9.66555	-1.13671
338.545	-21.8241	32.233	-68.3763	41.8368	-43.8376	27.2753	-176	41.0099	-32.6389	20.2459	-26.894	7.63353	-6.19999	3.36022	-6.84149	0.11104	-16.5355	-0.32944	9.66847	-1.1145
338.547	-21.8006	32.051	-68.339	41.5231	-41.8154	27.0617	-176	40.7661	-32.6313	20.1196	-28.8878	7.54666	-6.20271	3.35012	-7.83931	0.08605	-18.5344	-0.36008	10.6714	-1.0898
338.55	-22.7771	31.8665	-68.3018	41.2097	-39.7932	26.853	-176	40.5224	-33.6236	19.9907	-28.8817	7.45979	-7.20543	3.33753	-8.83712	0.05857	-19.5332	-0.39319	11.6743	-1.06261
338.552	-24.7536	31.6771	-68.2645	40.8962	-38.771	26.647	-177	40.2761	-35.616	19.857	-28.8755	7.37295	-6.20816	3.32741	-9.83493	0.02862	-20.5321	-0.42879	13.6773	-1.03043
338.555	-26.73	31.4827	-68.2273	40.5829	-38.7488	26.4409	-177	40.0299	-37.6084	19.7182	-27.8694	7.28861	-6.21088	3.31729	-10.8328	-0.00382	-22.5309	-0.46937	16.6802	-0.99079
338.557	-27.7065	31.286	-69.19	40.2672	-37.7266	26.2374	-176	39.7861	-38.6007	19.577	-27.8632	7.20428	-4.2136	3.31214	-9.83056	-0.03376	-23.5297	-0.51242	17.6831	-0.94866
338.56	-26.683	31.0918	-71.1527	39.9466	-35.7044	26.0389	-174	39.5474	-39.5931	19.4334	-27.857	7.11996	-3.21632	3.30946	-9.82838	-0.0637	-24.5285	-0.55796	18.686	-0.90403
338.562	-26.6595	30.8976	-73.1155	39.6211	-34.6821	25.843	-172	39.3136	-38.5854	19.2922	-26.8509	7.03815	-3.21905	3.30678	-8.82619	-0.09114	-25.5274	-0.60598	20.689	-0.85443
338.565	-25.636	30.706	-74.0782	39.2933	-32.6599	25.6521	-171	39.0823	-36.5778	19.1561	-26.8447	6.95635	-2.22177	3.30658	-8.82401	-0.11858	-25.5262	-0.654	21.6919	-0.80233
338.567	-25.6125	30.5145	-74.041	38.9655	-30.6377	25.4662	-171	38.8509	-35.5701	19.0224	-26.8386	6.87457	-2.22449	3.30637	-7.82182	-0.14353	-25.5251	-0.70202	22.6948	-0.74773
338.57	-25.589	30.323	-74.0037	38.6378	-30.6155	25.2804	-172	38.6171	-35.5625	18.8888	-26.8324	6.79281	-2.22722	3.30616	-6.81963	-0.16599	-26.5239	-0.75252	23.6978	-0.69064
338.572	-27.5655	30.1266	-72.9664	38.3127	-30.5933	25.0947	-173	38.3808	-34.5548	18.7576	-25.8262	6.71354	-2.22994	3.30593	-6.81745	-0.18844	-26.5227	-0.80302	22.7007	-0.63603
338.575	-30.542	29.9228	-71.9292	37.9902	-32.5711	24.904	-173	38.1446	-35.5472	18.624	-22.8201	6.64175	-2.23266	3.3057	-6.81526	-0.21089	-25.5216	-0.85102	21.7036	-0.5839
338.577	-31.5185	29.7166	-69.8919	37.6727	-32.5488	24.7134	-173	37.9083	-35.5396	18.4904	-20.8139	6.57495	-2.23538	3.30547	-5.81308	-0.23084	-24.5204	-0.89654	20.7065	-0.53425
338.579	-33.495	29.5054	-68.8547	37.3578	-33.5266	24.5203	-172	37.6745	-36.5319	18.3544	-20.8078	6.50816	-1.23811	3.30771	-4.81089	-0.24831	-21.5192	-0.9346	18.7095	-0.48957
338.582	-34.4714	29.2919	-67.8174	37.0455	-34.5044	24.3248	-173	37.4382	-38.5243	18.2134	-19.8016	6.44387	-0.24083	3.31243	-3.80871	-0.26328	-20.518	-0.97016	16.7124	-0.44985
338.584	-34.4479	29.0783	-64.7802	36.7408	-36.4822	24.1244	-175	37.1969	-38.5166	18.0724	-19.7954	6.37961	-1.24355	3.31466	-2.80652	-0.27576	-20.5169	-1.00573	15.7153	-0.41261
338.587	-34.4244	28.8649	-62.7429	36.4411	-38.46	23.9191	-176	36.9532	-38.509	17.9315	-19.7893	6.31535	-3.24628	3.31192	-1.80434	-0.28575	-20.5157	-1.04129	14.7183	-0.37785
338.589	-36.4009	28.6465	-59.7056	36.1489	-40.4378	23.7089	-177	36.7069	-37.5013	17.793	-20.7831	6.24863	-4.249	3.30667	-1.80215	-0.29573	-19.5146	-1.07436	12.7212	-0.34805
338.592	-37.3774	28.4257	-58.6684	35.8594	-41.4156	23.4962	-178	36.4582	-37.4937	17.6546	-22.777	6.17694	-6.25172	3.29645	-1.79996	-0.3057	-17.5134	-1.10246	10.7241	-0.32322
338.594	-37.3539	28.205	-56.6311	35.5749	-40.3933	23.2861	-179	36.207	-39.486	17.5112	-24.7708	6.1003	-7.25444	3.28374	-1.79778	-0.31567	-15.5122	-1.12558	7.72704	-0.30584
338.597	-37.3304	27.9843	-55.5939	35.293	-39.3711	23.0785	-179	35.9558	-41.4784	17.3628	-27.7647	6.01621	-8.25717	3.26853	-2.79559	-0.32813	-14.5111	-1.14621	4.72997	-0.29591
338.599	-35.3069	27.7686	-52.5566	35.0186	-36.3489	22.8785	-179	35.7046	-42.4708	17.212	-28.7585	5.92966	-9.25989	3.25083	-4.79341	-0.34554	-14.5099	-1.16684	1.7329	-0.29344
338.602	-35.2834	27.553	-49.5193	34.7518	-34.3267	22.6834	-180	35.4509	-43.4631	17.0588	-28.7523	5.84312	-9.26261	3.23312	-5.79122	-0.36544	-13.5087	-1.18498	0.73583	-0.29344
338.604	-35.2599	27.3375	-48.4821	34.4876	-32.3045	22.4934	-181	35.1947	-44.4555	16.903	-28.7462	5.7566	-9.26534	3.2154	-6.78904	-0.38783	-13.5076	-1.20311	0.73876	-0.29344
338.607	-35.2363	27.122	-47.4448	34.2259	-31.2823	22.3059	-181	34.9385	-44.4478	16.7473	-29.74	5.6676	-9.26806	3.19768	-4.78685	-0.40523	-13.5064	-1.22125	-0.25831	-0.29591
338.609	-34.2128	26.9091	-46.4076	33.9669	-29.26	22.1235	-181	34.6823	-43.4402	16.5941	-31.7339	5.57364	-8.27078	3.18244	-2.78467	-0.41765	-11.5052	-1.23441	-0.25538	-0.29838
338.612	-33.1893	26.6987	-46.3703	33.7079	-28.2378	21.9436	-180	34.4286	-44.4325	16.4384	-33.7277	5.47473	-8.2735	3.16719	0.21752	-0.42261	-9.50406	-1.24259	-0.25246	-0.30084
338.614	-33.1658	26.4884	-44.3331	33.454	-26.2156	21.7687	-178	34.1799	-44.4249	16.2827	-33.7216	5.37584	-7.27623	3.15442	3.21971	-0.42011	-8.50289	-1.24828	-0.24953	-0.30329
338.617	-33.1423	26.2781	-42.2958	33.2051	-25.1934	21.5964	-176	33.9362	-43.4173	16.1295	-32.7154	5.27945	-6.27895	3.14413	6.22189	-0.41014	-7.50173	-1.25148	-0.2466	-0.30574
338.619	-34.1188	26.0654	-40.2585	32.9613	-25.1712	21.4241	-174	33.6974	-44.4096	15.9739	-32.7092	5.18307	-6.28167	3.13383	8.22408	-0.39519	-6.50056	-1.2522	-2.24367	-0.31315
338.622	-33.0953	25.8553	-39.2213	32.7201	-26.1489	21.2494	-173	33.4611	-46.402	15.8134	-30.7031	5.09168	-7.2844	3.12105	9.22626	-0.37776	-5.49939	-1.25042	-3.24074	-0.32304
338.624	-34.0718	25.6427	-36.184	32.4865	-27.1267	21.0723	-173	33.2248	-47.3943	15.6503	-28.6969	5.00527	-7.28712	3.10825	8.22845	-0.3628	-6.49823	-1.25113	-4.23781	-0.33541
338.627	-35.0483	25.4277	-34.1467	32.2579	-26.1045	20.8976	-172	32.991	-46.3867	15.4898	-25.6908	4.92635	-6.28984	3.09793	8.23063	-0.34784	-7.49706	-1.25432	-6.23488	-0.35275
338.629	-36.0247	25.2102	-32.1095	32.0344	-25.0823	20.7256	-171	32.7597	-45.379	15.3317	-22.6846	4.85489	-5.29256	3.09009	8.23282	-0.33287	-8.4959	-1.26	-7.23196	-0.37256
338.632	-38.0012	24.9879	-30.0722	31.8159	-24.0601	20.5561	-170	32.5309	-42.3714	15.1811	-19.6784	4.79091	-7.29529	3.07728	7.235	-0.32038	-8.49473	-1.26567	-7.22903	-0.39237
338.634	-40.9777	24.7581	-29.035	31.6001	-23.0379	20.3891	-170	32.302	-40.3637	15.0356	-17.6723	4.73192	-9.29801	3.05948	7.23719	-0.30789	-8.49356	-1.27134	-7.2261	-0.41217
338.637	-42.9542	24.5234	-26.9977	31.3892	-23.0157	20.2222	-170	32.0732	-39.3561	14.8925	-16.6661	4.67543	-11.3007	3.03671	6.23938	-0.29787	-8.4924	-1.27701	-6.22317	-0.42947
338.639	-44.9307	24.2839	-23.9605	31.186	-22.9934	20.0553	-169	31.8469	-38.3485	14.7519	-15.66	4.62144	-13.3035	3.00895	5.24156	-0.29034	-8.49123	-1.28268	-5.22024	-0.44428
338.642	-45.9072	24.0419	-22.9232	30.9853	-23.9712	19.886	-168	31.623	-38.3408	14.6113	-14.6538	4.56996	-13.3062	2.98119	3.24375	-0.28778	-9.49007	-1.29082	-5.21731	-0.45909
338.644	-45.8837	23.7999	-21.8859	30.7872	-24.949	19.7143	-167	31.4016	-36.3332	14.4758	-13.6476	4.52097	-13.3089	2.95342	2.24593	-0.2877	-8.4889	-1.29648	-5.21439	-0.47389
338.647	-45.8602	23.558	-21.8487	30.5892	-25.9268	19.5402	-166	31.1828	-35.3255	14.3427	-12.6415	4.47449	-12.3116	2.92813	0.24812	-0.29258	-6.48773	-1.29717	-5.21146	-0.48868
338.649	-44.8367	23.3186	-22.8114	30.3888	-26.9046	19.3636	-167	30.9614	-34.3179	14.2122	-12.6353	4.42802	-11.3143	2.90532	-0.7497	-0.29995	-4.48657	-1.29287	-5.20853	-0.50346
338.652	-44.8132	23.0794	-24.7742	30.1835	-26.8824	19.187	-167	30.74	-35.3102	14.0792	-12.6292	4.38157	-11.3171	2.88251	-1.74751	-0.30979	-2.4854	-1.28361	-4.2056	-0.51575
338.654	-44.7896	22.8401	-26.7369	29.9733	-26.8601	19.0106	-168	30.5162	-34.3026	13.9487	-13.623	4.33265	-11.3198	2.85968	-1.74532	-0.31963	-2.48424	-1.27434	-3.20267	-0.52555
338.657	-43.7661	22.6034	-28.6996	29.7583	-25.8379	18.8366	-169	30.2898	-32.2949	13.8231	-13.6168	4.28374	-13.3225	2.83188	-2.74314	-0.33195	-3.48307	-1.26755	-1.19974	-0.53036
338.659	-43.7426	22.3668	-29.6624	29.5409	-24.8157	18.6653	-170	30.061	-31.2873	13.7001	-13.6107	4.23484	-15.3252	2.7991	-2.74095	-0.34427	-4.4819	-1.26324	0.80319	-0.5302
338.662	-45.7191	22.1253	-30.6251	29.321	-25.7935	18.4914	-170	29.8321	-30.2797	13.5796	-12.6045	4.18845	-17.328	2.76134	-2.73877	-0.35658	-6.48074	-1.26391	3.80611	-0.52257
338.664	-46.6956	21.8813	-30.5879	29.1013	-27.7713	18.3127	-171	29.6008	-30.272	13.4591	-11.5984	4.14456	-17.3307	2.72357	-2.73658	-0.36888	-8.47957	-1.26955	5.80904	-0.50996
338.666	-48.6721	21.6324	-30.5506	28.8817	-27.7491	18.134	-172	29.367	-29.2644	13.3411	-10.5922	4.10318	-17.3334	2.68579	-1.7344	-0.3787	-10.4784	-1.28015	6.81197	-0.49485
338.669	-50.6486	21.3786	-32.5134	28.6571	-26.7268	17.9578	-172	29.1332	-28.2567	13.2257	-11.5861	4.05932	-18.3361	2.64553	-0.73221	-0.38602	-12.4772	-1.29572	5.8149	-0.48223
338.671	-52.6251	21.1199	-33.4761	28.4302	-26.7046	17.7817	-172	28.8994	-28.2491	13.1102	-13.5799	4.0105	-18.3389	2.60525	-0.73003	-0.39334	-14.4761	-1.31627	4.81783	-0.47208
338.674	-52.6016	20.8612	-34.4388	28.2009	-25.6824	17.6082	-171	28.6681	-27.2414	12.9973	-15.5737	3.95673	-17.3416	2.56746	1.27216	-0.39567	-15.4749	-1.3393	3.82076	-0.46441
338.676	-51.578	20.6051	-35.4016	27.9692	-25.6602	17.4347	-170	28.4393	-25.2338	12.8893	-17.5676	3.89799	-16.3443	2.53214	3.27435	-0.39303	-14.4737	-1.35984	1.82368	-0.46171
338.679	-49.5545	20.3541	-36.3643	27.7351	-25.638	17.2613	-168	28.2154	-24.2261	12.7838	-20.5614	3.83182	-15.347	2.4993	5.27653	-0.38542	-13.4726	-1.37789	1.82661	-0.459
338.681	-45.531	20.113	-38.3271	27.4961	-27.6158	17.0829	-167	27.9941	-22.2185	12.6834	-21.5553	3.76318	-15.3497	2.46646	8.27872	-0.37034	-12.4714	-1.39345	0.82954	-0.45877
338.684	-42.5075	19.8795	-40.2898	27.2523	-30.5936	16.8972	-166	27.7752	-21.2109	12.5854	-20.5491	3.69703	-15.3525	2.43361	8.2809	-0.35525	-11.4702	-1.40652	-0.16753	-0.46102
338.686	-40.484	19.651	-43.2525	27.001	-34.5713	16.7015	-165	27.5588	-21.2032	12.4875	-20.543	3.63091	-14.3552	2.40324	8.28309	-0.34015	-11.4691	-1.41959	-0.1646	-0.46327
338.689	-38.4605	19.4275	-45.2153	26.7449	-36.5491	16.5009	-163	27.3473	-21.1956	12.3896	-21.5368	3.56231	-14.3579	2.37286	9.28527	-0.32257	-12.4679	-1.43514	-0.16167	-0.4655
338.691	-35.437	19.2115	-47.178	26.4839	-39.5269	16.293	-162	27.1384	-21.1879	12.2917	-21.5306	3.49372	-13.3606	2.34497	9.28746	-0.30498	-11.4667	-1.4482	-0.15874	-0.46773
338.694	-33.4135	19.0006	-48.1408	26.2206	-40.5047	16.0826	-163	26.927	-23.1803	12.1888	-21.5245	3.42515	-12.3634	2.31955	9.28964	-0.28738	-9.46558	-1.45629	-0.15582	-0.46995
338.696	-31.39	18.7947	-48.1035	25.9573	-40.4825	15.8722	-163	26.7156	-25.1726	12.081	-21.5183	3.3566	-10.3661	2.2991	8.29183	-0.27227	-6.46441	-1.45692	0.84711	-0.46968
338.699	-29.3665	18.5938	-48.0662	25.6941	-40.4603	15.6619	-161	26.5091	-26.165	11.9708	-21.5122	3.28806	-10.3688	2.27864	6.29402	-0.26212	-4.46325	-1.45256	1.85004	-0.46691
