mag	a	aa	b	ba	c	ca	d	da	e	ea	f	fa	g	ga	h	ha	i	ia	k	ka
334.407	3240.05	1750.47	8151.63	4222.62	3716.19	2245.41	2392	2028.17	916.641	1289.32	205.858	626.735	-63.6692	50.8338	51.5217	69.5	-27.4759	-4.55872	1.79548	-12.556
334.41	3262.08	1758.45	8196.66	4242.86	3733.22	2254.58	2397	2034.32	917.649	1291.55	207.864	627.236	-63.6719	50.6808	52.5239	69.6251	-25.4747	-4.60661	3.79841	-12.5484
334.412	3285.1	1766.49	8241.7	4263.2	3751.24	2263.8	2402	2040.49	918.656	1293.79	207.871	627.738	-63.6746	50.5278	52.526	69.7502	-23.4735	-4.64953	4.80134	-12.5383
334.415	3307.13	1774.59	8286.74	4283.66	3770.26	2273.06	2409	2046.67	919.664	1296.03	207.877	628.24	-62.6774	50.3773	51.5282	69.8728	-22.4724	-4.68996	5.80427	-12.5257
334.417	3329.15	1782.74	8330.77	4304.23	3789.28	2282.37	2414	2052.87	920.672	1298.28	207.883	628.742	-61.6801	50.2293	51.5304	69.9954	-22.4712	-4.73038	7.8072	-12.5081
334.42	3351.17	1790.94	8375.81	4324.92	3808.31	2291.73	2418	2059.07	921.679	1300.52	207.889	629.243	-60.6828	50.0837	51.5326	70.1181	-21.47	-4.76831	7.81013	-12.4905
334.422	3372.2	1799.2	8420.85	4345.71	3826.33	2301.14	2424	2065.29	922.687	1302.77	207.895	629.745	-58.6855	49.9431	52.5348	70.2432	-21.4689	-4.80625	7.81305	-12.4729
334.425	3393.22	1807.51	8466.89	4366.62	3845.35	2310.59	2430	2071.53	923.695	1305.02	208.901	630.25	-57.6882	49.805	53.537	70.3708	-20.4677	-4.84169	6.81598	-12.4578
334.427	3413.24	1815.87	8512.92	4387.64	3862.37	2320.08	2436	2077.78	922.702	1307.27	209.908	630.757	-58.691	49.6644	56.5392	70.5058	-18.4665	-4.87215	7.81891	-12.4402
334.43	3433.27	1824.27	8559.96	4408.78	3879.39	2329.62	2442	2084.05	920.71	1309.52	210.914	631.266	-58.6937	49.5238	58.5414	70.6459	-16.4654	-4.89765	7.82184	-12.4226
334.432	3452.29	1832.73	8608	4430.04	3896.42	2339.2	2447	2090.32	919.718	1311.76	212.92	631.78	-56.6964	49.3881	60.5435	70.7909	-15.4642	-4.92065	8.82477	-12.4025
334.435	3472.31	1841.24	8657.04	4451.42	3913.44	2348.82	2452	2096.61	918.725	1314	215.926	632.302	-54.6992	49.2574	61.5457	70.9385	-13.463	-4.93867	10.8277	-12.3774
334.437	3494.34	1849.8	8704.07	4472.92	3932.46	2358.48	2457	2102.92	916.733	1316.23	219.932	632.834	-52.7019	49.1317	62.5479	71.0885	-11.4619	-4.95172	10.8306	-12.3523
334.44	3514.36	1858.41	8751.11	4494.53	3950.48	2368.2	2461	2109.23	914.741	1318.46	222.938	633.373	-51.7046	49.0085	62.5501	71.2385	-10.4607	-4.96229	9.83355	-12.3297
334.442	3534.38	1867.07	8799.15	4516.26	3968.51	2377.95	2465	2115.55	914.748	1320.69	225.945	633.92	-50.7073	48.8878	62.5523	71.3885	-9.45954	-4.97036	8.83648	-12.3096
334.445	3555.41	1875.78	8847.18	4538.12	3986.53	2387.76	2469	2121.89	913.756	1322.92	227.951	634.471	-49.71	48.7695	62.5545	71.5386	-8.45837	-4.97594	8.83941	-12.2894
334.447	3575.43	1884.54	8896.22	4560.09	4004.55	2397.6	2474	2128.23	913.763	1325.14	229.957	635.028	-50.7128	48.6487	64.5567	71.6936	-8.4572	-4.98152	8.84234	-12.2693
334.45	3596.45	1893.35	8944.26	4582.19	4021.57	2407.49	2479	2134.59	913.771	1327.37	230.963	635.587	-53.7155	48.5205	68.5588	71.8585	-7.45604	-4.98461	7.84527	-12.2516
334.452	3618.48	1902.22	8993.3	4604.4	4038.59	2417.42	2483	2140.96	913.779	1329.6	232.969	636.152	-55.7182	48.3873	72.561	72.0335	-6.45487	-4.98521	5.8482	-12.2389
334.455	3640.5	1911.15	9041.33	4626.74	4054.62	2427.4	2487	2147.33	913.786	1331.82	233.975	636.718	-54.7209	48.2565	73.5632	72.2108	-5.45371	-4.98332	4.85112	-12.2287
334.457	3663.52	1920.13	9090.37	4649.2	4071.64	2437.41	2492	2153.72	911.794	1334.04	235.981	637.29	-54.7236	48.1258	74.5654	72.3907	-3.45254	-4.97646	4.85405	-12.2184
334.46	3686.55	1929.17	9139.41	4671.78	4089.66	2447.47	2496	2160.12	910.802	1336.26	237.988	637.867	-54.7264	47.995	75.5676	72.5731	-2.45137	-4.96711	4.85698	-12.2082
334.462	3711.57	1938.27	9187.44	4694.48	4106.68	2457.57	2501	2166.53	909.809	1338.48	238.994	638.446	-53.7291	47.8668	76.5698	72.758	-0.45021	-4.95278	4.85991	-12.1979
334.465	3735.6	1947.43	9236.48	4717.3	4125.71	2467.72	2507	2172.96	909.817	1340.7	241	639.03	-53.7318	47.7385	77.572	72.9454	0.55096	-4.93596	3.86284	-12.1901
334.467	3760.62	1956.65	9286.52	4740.25	4143.73	2477.91	2512	2179.4	910.825	1342.92	242.006	639.617	-54.7345	47.6077	77.5741	73.1327	0.55212	-4.91914	2.86577	-12.1849
334.47	3784.64	1965.93	9337.56	4763.32	4161.75	2488.15	2517	2185.85	910.832	1345.14	243.012	640.206	-53.7373	47.4795	77.5763	73.3201	0.55329	-4.90232	0.8687	-12.1845
334.472	3807.67	1975.27	9387.59	4786.52	4179.77	2498.43	2522	2192.32	911.84	1347.36	247.018	640.805	-53.74	47.3511	79.5785	73.5125	1.55446	-4.883	-0.12838	-12.1867
334.475	3830.69	1984.67	9438.63	4809.84	4197.79	2508.76	2529	2198.8	911.848	1349.58	250.025	641.412	-54.7427	47.2204	80.5807	73.7073	2.55562	-4.8612	-1.12545	-12.1913
334.477	3854.71	1994.12	9489.67	4833.29	4215.82	2519.13	2535	2205.3	911.855	1351.8	253.031	642.026	-53.7454	47.0921	81.5829	73.9047	2.55679	-4.8394	-1.12252	-12.1959
334.479	3878.74	2003.64	9540.71	4856.87	4234.84	2529.55	2540	2211.81	910.863	1354.02	257.037	642.65	-53.7482	46.9637	81.5851	74.102	2.55795	-4.81759	0.88041	-12.1956
334.482	3901.76	2013.21	9592.74	4880.58	4252.86	2540.01	2545	2218.33	909.87	1356.24	260.043	643.281	-52.7509	46.8379	81.5872	74.2994	0.55912	-4.80075	1.88334	-12.1927
334.484	3923.78	2022.84	9644.78	4904.41	4270.88	2550.52	2550	2224.86	909.878	1358.46	263.049	643.92	-51.7536	46.7146	81.5894	74.4967	-1.43971	-4.78888	1.88627	-12.1899
334.487	3946.81	2032.53	9698.82	4928.38	4287.91	2561.07	2555	2231.41	909.886	1360.67	266.055	644.567	-52.7563	46.5887	80.5916	74.6916	-3.43855	-4.78198	0.88919	-12.1895
334.489	3970.83	2042.27	9752.85	4952.49	4304.93	2571.67	2559	2237.96	909.893	1362.89	268.062	645.218	-53.7591	46.4604	83.5938	74.894	-5.43738	-4.78005	-0.10788	-12.1916
334.492	3994.85	2052.08	9807.89	4976.73	4321.95	2582.3	2563	2244.53	910.901	1365.11	270.068	645.874	-54.7618	46.3295	85.596	75.1013	-6.43621	-4.78061	-1.10495	-12.1962
334.494	4018.88	2061.94	9863.93	5001.11	4337.97	2592.98	2569	2251.11	910.909	1367.33	271.074	646.533	-54.7645	46.1987	87.5982	75.3136	-8.43505	-4.78613	-2.10202	-12.2032
334.497	4043.9	2071.87	9919.97	5025.63	4353.99	2603.7	2574	2257.71	911.916	1369.55	274.08	647.2	-53.7672	46.0703	88.6004	75.5284	-9.43388	-4.79414	-2.09909	-12.2103
334.499	4068.92	2081.86	9975	5050.29	4371.02	2614.46	2581	2264.32	912.924	1371.78	276.086	647.871	-53.7699	45.942	89.6025	75.7456	-11.4327	-4.80712	-2.09616	-12.2173
334.502	4092.95	2091.9	10031	5075.09	4387.04	2625.25	2587	2270.94	912.932	1374	279.092	648.55	-52.7727	45.8161	89.6047	75.9629	-11.4316	-4.82009	-3.09323	-12.2269
334.504	4117.97	2102.01	10085.1	5100.02	4405.06	2636.1	2592	2277.58	913.939	1376.23	283.098	649.239	-49.7754	45.6976	91.6069	76.1852	-10.4304	-4.83058	-5.09031	-12.2414
334.507	4144	2112.19	10138.1	5125.08	4421.08	2646.98	2597	2284.23	915.947	1378.46	286.105	649.935	-49.7781	45.5792	93.6091	76.4125	-8.42922	-4.83609	-6.08738	-12.2583
334.509	4170.02	2122.43	10190.2	5150.28	4438.11	2657.9	2602	2290.9	917.955	1380.7	289.111	650.639	-48.7808	45.4632	95.6113	76.6447	-7.42805	-4.83911	-5.08445	-12.2728
334.512	4195.04	2132.73	10242.2	5175.6	4456.13	2668.87	2606	2297.57	918.962	1382.94	290.117	651.345	-47.7835	45.3497	97.6135	76.8819	-6.42689	-4.83964	-5.08152	-12.2873
334.514	4222.07	2143.1	10295.2	5201.05	4473.15	2679.89	2611	2304.25	919.97	1385.18	291.123	652.054	-45.7863	45.2412	99.6157	77.124	-6.42572	-4.84017	-4.07859	-12.2992
334.517	4249.09	2153.54	10347.3	5226.63	4491.17	2690.94	2616	2310.95	920.978	1387.42	293.129	652.768	-43.789	45.1377	101.618	77.3712	-6.42455	-4.8407	-3.07566	-12.3087
334.519	4277.11	2164.05	10400.3	5252.35	4509.19	2702.04	2622	2317.67	921.985	1389.67	295.135	653.487	-42.7917	45.0366	104.62	77.6258	-6.42339	-4.84122	-2.07274	-12.3157
334.522	4304.14	2174.62	10453.3	5278.2	4527.22	2713.19	2626	2324.39	922.993	1391.92	297.142	654.21	-40.7944	44.9405	108.622	77.8904	-6.42222	-4.84174	-1.06981	-12.3202
334.524	4332.16	2185.26	10507.4	5304.18	4547.24	2724.39	2630	2331.12	924	1394.17	299.148	654.939	-39.7972	44.8469	112.624	78.1649	-8.42106	-4.84723	0.93312	-12.3197
334.527	4358.18	2195.97	10563.4	5330.3	4565.26	2735.63	2633	2337.86	923.008	1396.42	301.154	655.673	-39.7999	44.7532	117.627	78.4519	-9.41989	-4.8552	2.93605	-12.3142
334.529	4384.21	2206.74	10619.5	5356.56	4583.28	2746.91	2635	2344.61	922.016	1398.67	303.16	656.412	-39.8026	44.6596	121.629	78.7488	-10.4187	-4.86566	4.93898	-12.3038
334.532	4409.23	2217.58	10675.5	5382.96	4599.31	2758.24	2638	2351.36	922.023	1400.92	305.166	657.155	-39.8053	44.5659	124.631	79.0532	-10.4176	-4.87612	7.94191	-12.2859
334.534	4434.25	2228.48	10730.5	5409.49	4615.33	2769.61	2640	2358.12	920.031	1403.16	307.172	657.904	-38.8081	44.4748	127.633	79.365	-9.41639	-4.88408	9.94484	-12.263
334.537	4459.28	2239.44	10786.6	5436.17	4631.35	2781.01	2642	2364.88	919.039	1405.4	308.179	658.655	-39.8108	44.3811	129.635	79.6818	-8.41523	-4.88956	11.9478	-12.2351
334.539	4485.3	2250.46	10842.6	5462.98	4647.37	2792.46	2643	2371.65	918.046	1407.64	309.185	659.409	-42.8135	44.28	130.638	80.0011	-8.41406	-4.89503	12.9507	-12.2048
334.542	4512.32	2261.55	10899.6	5489.94	4663.39	2803.94	2645	2378.42	915.054	1409.87	312.191	660.17	-44.8162	44.1739	130.64	80.3204	-8.41289	-4.9005	13.9536	-12.1719
334.544	4540.35	2272.71	10956.7	5517.04	4679.42	2815.47	2647	2385.19	914.062	1412.09	314.197	660.936	-46.819	44.0628	132.642	80.6447	-9.41173	-4.90845	13.9566	-12.139
334.547	4569.37	2283.95	11012.7	5544.28	4695.44	2827.03	2649	2391.97	912.069	1414.32	317.203	661.71	-47.8217	43.9492	134.644	80.974	-10.4106	-4.91889	14.9595	-12.1037
334.549	4599.39	2295.25	11068.7	5571.65	4713.46	2838.64	2651	2398.76	909.077	1416.53	319.209	662.488	-49.8244	43.8306	135.646	81.3058	-10.4094	-4.92932	15.9624	-12.0658
334.552	4627.42	2306.63	11126.8	5599.18	4732.48	2850.3	2654	2405.55	906.085	1418.74	322.215	663.274	-49.8271	43.7121	138.648	81.645	-10.4082	-4.93975	16.9653	-12.0255
334.554	4657.44	2318.08	11185.8	5626.84	4751.51	2862	2656	2412.35	903.092	1420.94	324.222	664.066	-49.8298	43.5935	138.651	81.9842	-11.4071	-4.95267	16.9683	-11.9851
334.557	4687.47	2329.61	11244.9	5654.66	4770.53	2873.75	2658	2419.15	902.1	1423.14	327.228	664.864	-49.8326	43.4749	139.653	82.326	-12.4059	-4.96806	16.9712	-11.9447
334.559	4718.49	2341.21	11302.9	5682.62	4790.55	2885.55	2661	2425.96	901.107	1425.33	329.234	665.668	-49.8353	43.3563	139.655	82.6677	-12.4047	-4.98346	17.9741	-11.9019
334.562	4750.51	2352.9	11360.9	5710.72	4809.57	2897.4	2663	2432.77	900.115	1427.52	331.24	666.476	-48.838	43.2402	138.657	83.0069	-11.4036	-4.99636	18.977	-11.8565
334.564	4781.54	2364.66	11419	5738.97	4828.59	2909.3	2665	2439.59	899.123	1429.71	333.246	667.29	-48.8407	43.1241	138.659	83.3462	-10.4024	-5.00678	18.98	-11.8112
334.567	4813.56	2376.5	11476	5767.36	4846.62	2921.24	2667	2446.42	899.13	1431.9	333.252	668.103	-47.8435	43.0105	136.662	83.6805	-9.40123	-5.01471	19.9829	-11.7633
334.569	4844.58	2388.42	11533	5795.89	4865.64	2933.23	2670	2453.25	899.138	1434.1	333.259	668.917	-46.8462	42.8993	136.664	84.0148	-9.40007	-5.02263	18.9858	-11.718
334.571	4874.61	2400.41	11589.1	5824.56	4884.66	2945.26	2671	2460.09	899.146	1436.29	334.265	669.733	-45.8489	42.7907	135.666	84.3466	-9.3989	-5.03055	17.9888	-11.6751
334.574	4904.63	2412.47	11644.1	5853.37	4903.68	2957.35	2670	2466.92	898.153	1438.47	335.271	670.551	-43.8516	42.687	136.668	84.6809	-8.39773	-5.03598	16.9917	-11.6346
334.576	4936.65	2424.62	11699.2	5882.31	4922.71	2969.48	2671	2473.75	897.161	1440.66	336.277	671.372	-41.8543	42.5882	136.67	85.0152	-6.39657	-5.03644	15.9946	-11.5967
334.579	4966.68	2436.84	11755.2	5911.4	4940.73	2981.65	2673	2480.59	894.169	1442.84	336.283	672.193	-39.8571	42.4944	136.672	85.3495	-3.3954	-5.02943	15.9976	-11.5588
334.581	4997.7	2449.14	11811.2	5940.62	4957.75	2993.87	2676	2487.44	891.176	1445.01	336.289	673.015	-36.8598	42.4081	137.675	85.6863	-1.39424	-5.01745	17.0005	-11.5183
334.584	5028.72	2461.52	11867.3	5969.98	4973.77	3006.12	2678	2494.29	889.184	1447.17	337.296	673.838	-34.8625	42.3267	138.677	86.0256	-0.39307	-5.00298	16.0034	-11.4804
334.586	5057.75	2473.96	11924.3	5999.49	4990.79	3018.42	2680	2501.15	886.192	1449.33	338.302	674.664	-32.8652	42.2503	138.679	86.3649	-0.3919	-4.98851	14.0063	-11.4474
334.589	5088.77	2486.49	11982.3	6029.14	5006.82	3030.76	2683	2508.02	883.199	1451.48	340.308	675.495	-29.868	42.1814	137.681	86.7017	0.60926	-4.97155	12.0093	-11.4194
334.591	5117.79	2499.08	12040.4	6058.93	5023.84	3043.14	2686	2514.89	879.207	1453.62	343.314	676.334	-26.8707	42.1199	136.683	87.0361	1.61043	-4.95209	8.01219	-11.4013
334.594	5147.82	2511.76	12099.4	6088.87	5039.86	3055.56	2689	2521.77	874.215	1455.75	347.32	677.182	-25.8734	42.0609	137.686	87.3729	1.61159	-4.93264	5.01512	-11.3906
334.596	5179.84	2524.51	12157.5	6118.95	5055.88	3068.03	2692	2528.65	870.222	1457.87	350.326	678.038	-24.8761	42.0044	138.688	87.7122	0.61276	-4.91567	3.01805	-11.385
334.599	5212.86	2537.34	12214.5	6149.18	5073.91	3080.53	2695	2535.55	868.23	1459.98	353.333	678.902	-25.8789	41.9454	139.69	88.0541	-0.38607	-4.90118	3.02098	-11.3793
334.601	5246.89	2550.26	12272.5	6179.55	5091.93	3093.08	2698	2542.45	868.237	1462.1	355.339	679.77	-27.8816	41.8814	141.692	88.4008	-2.38491	-4.89166	1.0239	-11.3786
334.604	5281.91	2563.26	12330.6	6210.06	5110.95	3105.68	2700	2549.36	868.245	1464.21	359.345	680.649	-28.8843	41.8149	145.694	88.7576	-4.38374	-4.88711	0.02683	-11.3803
334.606	5316.94	2576.35	12388.6	6240.72	5128.97	3118.32	2700	2556.27	867.253	1466.32	362.351	681.534	-29.887	41.7459	150.697	89.1268	-6.38258	-4.88754	-1.97024	-11.3871
334.609	5351.96	2589.53	12445.6	6271.52	5146.99	3131.01	2701	2563.17	866.26	1468.43	364.357	682.425	-30.8897	41.6744	155.699	89.5084	-9.38141	-4.89541	-1.96731	-11.3938
334.611	5385.98	2602.8	12503.7	6302.47	5165.02	3143.74	2703	2570.09	865.268	1470.54	365.363	683.319	-30.8925	41.6029	158.701	89.8975	-12.3802	-4.91075	-0.96438	-11.398
334.614	5419.01	2616.14	12562.7	6333.56	5182.04	3156.52	2704	2577.01	865.276	1472.64	366.369	684.214	-31.8952	41.5289	161.703	90.294	-14.3791	-4.93105	1.03855	-11.3973
334.616	5452.03	2629.57	12621.8	6364.8	5200.06	3169.34	2706	2583.93	865.283	1474.75	367.376	685.113	-31.8979	41.4549	164.705	90.698	-16.3779	-4.95632	2.04148	-11.394
334.619	5486.05	2643.08	12679.8	6396.18	5218.08	3182.2	2709	2590.86	865.291	1476.85	368.382	686.014	-30.9006	41.3834	165.707	91.1046	-17.3768	-4.98408	4.0444	-11.3858
334.621	5521.08	2656.68	12737.8	6427.71	5235.11	3195.11	2711	2597.79	866.299	1478.96	370.388	686.92	-28.9034	41.3169	166.71	91.5135	-17.3756	-5.01184	6.04733	-11.3726
334.624	5556.1	2670.37	12794.9	6459.38	5251.13	3208.05	2714	2604.73	867.306	1481.07	371.394	687.828	-26.9061	41.2553	167.712	91.925	-16.3744	-5.0371	9.05026	-11.3519
334.626	5591.12	2684.14	12851.9	6491.19	5268.15	3221.04	2715	2611.68	869.314	1483.19	372.4	688.739	-26.9088	41.1937	168.714	92.339	-14.3733	-5.05739	9.05319	-11.3313
334.629	5627.15	2698.01	12907.9	6523.14	5284.17	3234.07	2717	2618.63	873.322	1485.32	372.406	689.65	-25.9115	41.1346	169.716	92.7555	-14.3721	-5.07767	9.05612	-11.3106
334.631	5664.17	2711.96	12965	6555.23	5300.19	3247.14	2721	2625.59	875.329	1487.45	371.413	690.558	-25.9142	41.0755	171.718	93.1769	-13.3709	-5.09547	7.05905	-11.2949
334.634	5700.19	2726.01	13023	6587.46	5317.22	3260.25	2724	2632.55	875.337	1489.58	370.419	691.464	-24.917	41.0189	173.721	93.6034	-12.3698	-5.11078	5.06198	-11.2841
334.636	5736.22	2740.14	13081.1	6619.84	5335.24	3273.41	2727	2639.53	875.344	1491.71	370.425	692.37	-23.9197	40.9647	174.723	94.0323	-11.3686	-5.1236	3.0649	-11.2783
334.639	5771.24	2754.36	13139.1	6652.37	5353.26	3286.61	2728	2646.5	874.352	1493.84	370.431	693.276	-21.9224	40.9156	176.725	94.4662	-11.3674	-5.13641	2.06783	-11.275
334.641	5807.26	2768.67	13197.1	6685.04	5372.28	3299.85	2727	2653.48	872.36	1495.96	373.437	694.19	-18.9251	40.8738	178.727	94.9051	-11.3663	-5.14923	2.07076	-11.2717
334.644	5843.29	2783.07	13255.2	6717.85	5391.31	3313.15	2726	2660.45	870.367	1498.08	376.443	695.11	-17.9279	40.8346	181.729	95.3514	-13.3651	-5.16701	3.07369	-11.2659
334.646	5880.31	2797.57	13311.2	6750.8	5410.33	3326.49	2726	2667.42	869.375	1500.2	380.45	696.041	-16.9306	40.7978	184.732	95.8052	-15.3639	-5.18976	4.07662	-11.2576
334.649	5918.33	2812.15	13369.2	6783.9	5427.35	3339.88	2726	2674.39	866.383	1502.31	382.456	696.977	-16.9333	40.761	187.734	96.2665	-17.3627	-5.21749	5.07955	-11.2468
334.651	5955.36	2826.83	13426.3	6817.14	5442.37	3353.3	2726	2681.36	864.39	1504.41	384.462	697.918	-18.936	40.7193	188.736	96.7302	-19.3616	-5.25018	5.08247	-11.236
334.654	5994.38	2841.61	13484.3	6850.52	5457.39	3366.76	2727	2688.34	862.398	1506.51	385.468	698.861	-20.9387	40.6725	189.738	97.1965	-19.3604	-5.28287	6.0854	-11.2227
334.656	6032.41	2856.48	13542.4	6884.05	5472.42	3380.25	2726	2695.31	860.406	1508.6	384.474	699.802	-22.9415	40.6208	190.74	97.6653	-18.3592	-5.31307	6.08833	-11.2094
334.659	6070.43	2871.44	13600.4	6917.72	5487.44	3393.79	2725	2702.28	858.413	1510.69	383.48	700.741	-22.9442	40.5691	191.742	98.1365	-17.3581	-5.34078	6.09126	-11.1961
334.661	6109.45	2886.51	13658.4	6951.54	5503.46	3407.36	2723	2709.24	859.421	1512.78	385.486	701.684	-21.9469	40.5198	194.745	98.6152	-16.3569	-5.366	6.09419	-11.1827
334.663	6148.48	2901.67	13715.5	6985.5	5519.48	3420.98	2721	2716.2	860.429	1514.88	388.493	702.635	-20.9496	40.4731	196.747	99.0989	-15.3558	-5.38873	6.09712	-11.1694
334.666	6188.5	2916.93	13772.5	7019.6	5535.51	3434.63	2719	2723.16	860.436	1516.97	392.499	703.596	-21.9524	40.4238	198.749	99.5875	-14.3546	-5.40897	6.10005	-11.1561
334.668	6229.52	2932.29	13829.5	7053.84	5550.53	3448.32	2717	2730.11	860.444	1519.07	394.505	704.562	-22.9551	40.3721	201.751	100.084	-13.3534	-5.42673	6.10297	-11.1427
334.671	6269.55	2947.75	13887.6	7088.22	5565.55	3462.05	2716	2737.05	859.451	1521.16	396.511	705.532	-24.9578	40.3153	204.753	100.587	-12.3523	-5.44199	9.1059	-11.1219
334.673	6309.57	2963.31	13945.6	7122.75	5579.57	3475.81	2715	2744	858.459	1523.25	396.517	706.503	-23.9605	40.2611	208.756	101.101	-11.3511	-5.45477	10.1088	-11.0986
334.676	6349.59	2978.97	14001.6	7157.42	5594.59	3489.61	2714	2750.94	856.467	1525.33	396.523	707.474	-22.9633	40.2093	212.758	101.624	-11.3499	-5.46754	12.1118	-11.0703
334.678	6389.62	2994.72	14056.7	7192.23	5609.62	3503.45	2714	2757.88	854.474	1527.41	395.53	708.443	-21.966	40.16	216.76	102.158	-11.3488	-5.48031	13.1147	-11.0396
334.681	6428.64	3010.58	14109.7	7227.17	5622.64	3517.32	2713	2764.82	852.482	1529.49	396.536	709.413	-20.9687	40.1132	219.762	102.699	-13.3476	-5.49805	13.1176	-11.0088
334.683	6467.66	3026.53	14161.8	7262.23	5637.66	3531.23	2712	2771.76	850.49	1531.56	397.542	710.387	-18.9714	40.0714	223.764	103.249	-14.3464	-5.51827	13.1205	-10.978
334.686	6506.69	3042.58	14214.8	7297.43	5651.68	3545.17	2711	2778.69	849.497	1533.62	397.548	711.36	-17.9742	40.032	227.766	103.81	-14.3453	-5.53849	12.1235	-10.9497
334.688	6547.71	3058.74	14268.8	7332.77	5666.71	3559.15	2709	2785.62	846.505	1535.68	398.554	712.336	-17.9769	39.9926	229.769	104.376	-12.3441	-5.55373	10.1264	-10.9263
334.691	6588.73	3074.99	14323.9	7368.24	5679.73	3573.16	2708	2792.55	844.513	1537.74	399.56	713.314	-18.9796	39.9507	232.771	104.949	-10.3429	-5.564	9.12933	-10.9055
334.693	6630.76	3091.35	14378.9	7403.84	5692.75	3587.21	2708	2799.47	843.52	1539.79	400.567	714.295	-18.9823	39.9089	237.773	105.535	-8.34176	-5.5693	8.13226	-10.8871
334.696	6672.78	3107.81	14433.9	7439.59	5705.77	3601.28	2705	2806.39	842.528	1541.84	400.573	715.276	-17.985	39.8695	242.775	106.133	-7.3406	-5.5721	8.13519	-10.8687
334.698	6714.81	3124.38	14487	7475.46	5720.79	3615.4	2702	2813.31	842.536	1543.89	400.579	716.257	-17.9878	39.8301	245.777	106.739	-6.33943	-5.57241	8.13811	-10.8503
334.701	6758.83	3141.06	14539	7511.47	5736.82	3629.55	2700	2820.21	840.543	1545.93	400.585	717.238	-16.9905	39.7931	248.78	107.352	-5.33827	-5.57024	8.14104	-10.8319
334.703	6800.85	3157.84	14590.1	7547.6	5753.84	3643.75	2698	2827.11	838.551	1547.97	400.591	718.219	-17.9932	39.7537	251.782	107.972	-3.3371	-5.56309	8.14397	-10.8135
334.706	6842.88	3174.72	14641.1	7583.86	5769.86	3657.98	2696	2834.01	835.558	1550	399.597	719.198	-16.9959	39.7168	254.784	108.6	-2.33593	-5.55345	9.1469	-10.7926
334.708	6884.9	3191.71	14693.1	7620.25	5786.88	3672.26	2694	2840.9	831.566	1552.03	399.603	720.176	-15.9987	39.6823	255.786	109.231	-1.33477	-5.54132	9.14983	-10.7716
334.711	6926.92	3208.81	14743.2	7656.76	5801.91	3686.58	2691	2847.79	828.574	1554.04	398.61	721.152	-15.0014	39.6504	257.788	109.866	-2.3336	-5.53167	10.1528	-10.7482
334.713	6969.95	3226.01	14794.2	7693.4	5815.93	3700.93	2688	2854.67	823.581	1556.04	398.616	722.128	-14.0041	39.6209	258.791	110.504	-1.33244	-5.51954	11.1557	-10.7223
334.716	7013.97	3243.32	14845.2	7730.17	5828.95	3715.31	2687	2861.54	820.589	1558.04	398.622	723.104	-13.0068	39.5938	260.793	111.147	0.66873	-5.50243	13.1586	-10.6915
334.718	7058.99	3260.75	14895.3	7767.06	5843.97	3729.73	2686	2868.41	816.597	1560.02	397.628	724.078	-12.0096	39.5693	263.795	111.797	1.6699	-5.48283	14.1615	-10.6581
334.721	7103.02	3278.28	14945.3	7804.08	5855.99	3744.18	2685	2875.28	813.604	1562	397.634	725.051	-11.0123	39.5472	266.797	112.455	-0.32894	-5.4682	15.1645	-10.6222
334.723	7147.04	3295.92	14996.4	7841.22	5869.02	3758.67	2682	2882.14	809.612	1563.97	396.64	726.023	-8.01499	39.5326	270.799	113.123	-1.32777	-5.45605	17.1674	-10.5813
334.726	7191.06	3313.67	15047.4	7878.49	5881.04	3773.18	2678	2889	805.62	1565.93	395.647	726.991	-6.01772	39.523	274.801	113.801	-2.32661	-5.44639	19.1703	-10.5355
334.728	7235.09	3331.53	15097.4	7915.88	5894.06	3787.72	2674	2895.84	801.627	1567.88	394.653	727.957	-4.02044	39.5183	278.804	114.489	-1.32544	-5.43424	20.1733	-10.4872
334.731	7279.11	3349.5	15147.5	7953.4	5906.08	3802.3	2670	2902.67	797.635	1569.81	394.659	728.924	-2.02316	39.5186	283.806	115.189	-0.32427	-5.41959	22.1762	-10.4339
334.733	7324.13	3367.59	15196.5	7991.04	5917.1	3816.9	2667	2909.5	792.643	1571.74	393.665	729.887	-2.02588	39.5189	286.808	115.896	0.67689	-5.40246	24.1791	-10.3756
334.736	7369.16	3385.78	15243.5	8028.8	5928.13	3831.53	2663	2916.31	790.65	1573.66	393.671	730.851	-2.02861	39.5192	288.81	116.609	1.67806	-5.38284	26.182	-10.3123
334.738	7415.18	3404.09	15289.6	8066.67	5940.15	3846.19	2659	2923.12	788.658	1575.58	392.677	731.812	-2.03133	39.5194	290.812	117.326	3.67922	-5.35825	28.185	-10.2441
334.741	7462.21	3422.52	15333.6	8104.65	5951.17	3860.88	2656	2929.91	787.666	1577.49	393.684	732.776	-1.03405	39.5222	292.815	118.049	4.68039	-5.33116	29.1879	-10.1733
