b	fn2	n2	n2a	fo2	o2	o2a
334.017	9.48165	103.93	29.1115	9.49473	49.7072	25.8628
334.018	9.48161	105.945	29.266	9.4947	54.7157	25.9605
334.019	9.48158	107.96	29.4229	9.49466	60.7243	26.0657
334.021	9.48154	109.975	29.5824	9.49463	66.7328	26.1783
334.022	9.48151	111.99	29.7443	9.49459	71.7413	26.2972
334.023	9.48147	115.005	29.91	9.49456	77.7499	26.4236
334.024	9.48143	120.02	30.0819	9.49452	84.7584	26.5586
334.026	9.4814	124.035	30.2589	9.49449	88.7669	26.6987
334.027	9.48136	126.051	30.4383	9.49445	89.7755	26.84
334.028	9.48133	128.066	30.6202	9.49442	89.784	26.9813
334.029	9.48129	130.081	30.8047	9.49438	89.7925	27.1226
334.031	9.48126	129.096	30.9879	9.49435	88.8011	27.2627
334.032	9.48122	130.111	31.1724	9.49431	87.8096	27.4016
334.033	9.48119	129.126	31.3556	9.49428	88.8182	27.5417
334.034	9.48115	127.141	31.5364	9.49424	90.8267	27.6843
334.036	9.48112	124.156	31.7135	9.4942	91.8352	27.8281
334.037	9.48108	119.171	31.8844	9.49417	91.8438	27.972
334.038	9.48105	117.186	32.0528	9.49413	92.8523	28.1171
334.039	9.48101	115.201	32.2187	9.4941	92.8608	28.2623
334.041	9.48098	114.217	32.3835	9.49406	90.8693	28.4049
334.042	9.48094	113.232	32.547	9.49403	87.8779	28.5439
334.043	9.48091	114.247	32.7117	9.49399	85.8864	28.6803
334.044	9.48087	116.262	32.879	9.49396	85.895	28.8168
334.046	9.48084	119.277	33.05	9.49392	86.9035	28.9545
334.047	9.4808	122.292	33.2248	9.49389	89.912	29.096
334.048	9.48076	126.307	33.4045	9.49385	94.9206	29.2437
334.049	9.48073	130.322	33.5892	9.49382	98.9291	29.3964
334.051	9.48069	132.337	33.7765	9.49378	98.9376	29.5491
334.052	9.48066	135.352	33.9675	9.49375	96.9462	29.6993
334.053	9.48062	140.367	34.1647	9.49371	94.9547	29.847
334.054	9.48059	146.382	34.3694	9.49367	93.9632	29.9935
334.055	9.48055	150.398	34.5791	9.49364	94.9718	30.1413
334.057	9.48052	151.413	34.7901	9.4936	95.9803	30.2903
334.058	9.48048	151.428	35.0011	9.49357	96.9888	30.4406
334.059	9.48045	150.443	35.2108	9.49353	96.9974	30.5909
334.06	9.48041	149.458	35.4194	9.4935	97.0059	30.7411
334.062	9.48038	147.473	35.6254	9.49346	97.0144	30.8914
334.063	9.48034	145.488	35.829	9.49343	96.023	31.0405
334.064	9.48031	145.503	36.0326	9.49339	95.0315	31.1883
334.065	9.48027	145.518	36.2363	9.49336	93.04	31.3337
334.067	9.48024	145.533	36.4399	9.49332	91.0486	31.4766
334.068	9.4802	144.548	36.6424	9.49329	89.0571	31.617
334.069	9.48016	144.563	36.8448	9.49325	88.0657	31.7562
334.07	9.48013	144.579	37.0473	9.49322	90.0742	31.8978
334.072	9.48009	145.594	37.251	9.49318	94.0827	32.0445
334.073	9.48006	146.609	37.456	9.49314	100.091	32.1986
334.074	9.48002	148.624	37.6635	9.49311	104.1	32.3577
334.075	9.47999	149.639	37.8722	9.49307	109.108	32.5231
334.077	9.47995	150.654	38.0823	9.49304	110.117	32.6897
334.078	9.47992	150.669	38.2923	9.493	108.125	32.8538
334.079	9.47988	151.684	38.5036	9.49297	106.134	33.0154
334.08	9.47985	153.699	38.7174	9.49293	103.142	33.1733
334.082	9.47981	154.714	38.9325	9.4929	101.151	33.3287
334.083	9.47978	155.729	39.1488	9.49286	101.16	33.4842
334.084	9.47974	155.744	39.3651	9.49283	105.168	33.6446
334.085	9.47971	156.76	39.5827	9.49279	113.177	33.815
334.087	9.47967	158.775	39.8029	9.49276	120.185	33.9941
334.088	9.47964	160.79	40.0255	9.49272	123.194	34.177
334.089	9.4796	161.805	40.2494	9.49269	122.202	34.3586
334.09	9.47956	160.82	40.472	9.49265	121.211	34.539
334.092	9.47953	160.835	40.6947	9.49262	117.219	34.7144
334.093	9.47949	156.85	40.9124	9.49258	112.228	34.8836
334.094	9.47946	154.865	41.1277	9.49254	107.236	35.0466
334.095	9.47942	155.88	41.3442	9.49251	104.245	35.2059
334.096	9.47939	156.895	41.562	9.49247	105.253	35.3665
334.098	9.47935	158.91	41.7822	9.49244	109.262	35.532
334.099	9.47932	161.926	42.0063	9.4924	113.27	35.7025
334.1	9.47928	164.941	42.2341	9.49237	118.279	35.8792
334.101	9.47925	165.956	42.4631	9.49233	124.288	36.0634
334.103	9.47921	165.971	42.6922	9.4923	128.296	36.2526
334.104	9.47918	166.986	42.9225	9.49226	132.305	36.4468
334.105	9.47914	171.001	43.1578	9.49223	132.313	36.641
334.106	9.47911	174.016	43.3969	9.49219	128.322	36.8302
334.108	9.47907	173.031	43.6347	9.49216	125.33	37.0157
334.109	9.47904	172.046	43.8713	9.49212	121.339	37.1962
334.11	9.479	170.061	44.1055	9.49209	116.347	37.3706
334.111	9.47897	168.076	44.3371	9.49205	112.356	37.5399
334.113	9.47893	167.091	44.5676	9.49201	107.364	37.7031
334.114	9.47889	168.107	44.7993	9.49198	107.373	37.8663
334.115	9.47886	169.122	45.0323	9.49194	108.381	38.0307
334.116	9.47882	169.137	45.2653	9.49191	111.39	38.1989
334.118	9.47879	170.152	45.4995	9.49187	114.399	38.3708
334.119	9.47875	172.167	45.7363	9.49184	117.407	38.5464
334.12	9.47872	174.182	45.9756	9.4918	120.416	38.7258
334.121	9.47868	176.197	46.2173	9.49177	121.424	38.9065
334.123	9.47865	178.212	46.4616	9.49173	124.433	39.0909
334.124	9.47861	180.227	46.7084	9.4917	127.441	39.279
334.125	9.47858	181.242	46.9564	9.49166	131.45	39.4721
334.126	9.47854	182.257	47.2058	9.49163	135.458	39.6702
334.128	9.47851	184.272	47.4576	9.49159	142.467	39.877
334.129	9.47847	187.288	47.7131	9.49156	149.475	40.0925
334.13	9.47844	191.303	47.9737	9.49152	154.484	40.3143
334.131	9.4784	196.318	48.2405	9.49148	156.492	40.5385
334.133	9.47837	203.333	48.516	9.49145	156.501	40.7627
334.134	9.47833	210.348	48.8002	9.49141	155.509	40.9858
334.135	9.4783	215.363	49.0907	9.49138	153.518	41.2063
334.136	9.47826	216.378	49.3824	9.49134	150.527	41.4231
334.138	9.47822	219.393	49.6779	9.49131	148.535	41.6375
334.139	9.47819	223.408	49.9783	9.49127	147.544	41.8506
334.14	9.47815	226.423	50.2826	9.49124	145.552	42.0612
334.141	9.47812	231.438	50.593	9.4912	144.561	42.2707
334.142	9.47808	234.454	50.9072	9.49117	141.569	42.4763
334.144	9.47805	238.469	51.2264	9.49113	137.578	42.6771
334.145	9.47801	241.484	51.5493	9.4911	136.586	42.8766
334.146	9.47798	241.499	51.8723	9.49106	135.595	43.0748
334.147	9.47794	238.514	52.1915	9.49103	134.603	43.2719
334.149	9.47791	234.529	52.5058	9.49099	136.612	43.4714
334.15	9.47787	231.544	52.8164	9.49096	137.62	43.6722
334.151	9.47784	230.559	53.1257	9.49092	137.629	43.873
334.152	9.4778	229.574	53.4339	9.49088	139.637	44.0762
334.154	9.47777	228.589	53.7408	9.49085	141.646	44.282
334.155	9.47773	227.604	54.0465	9.49081	142.655	44.4891
334.156	9.4777	227.619	54.3522	9.49078	142.663	44.6961
334.157	9.47766	225.635	54.6554	9.49074	144.672	44.9057
334.159	9.47763	225.65	54.9586	9.49071	149.68	45.1214
334.16	9.47759	225.665	55.2619	9.49067	152.689	45.3409
334.161	9.47755	226.68	55.5664	9.49064	154.697	45.563
334.162	9.47752	228.695	55.8735	9.4906	156.706	45.7875
334.164	9.47748	227.71	56.1793	9.49057	156.714	46.012
334.165	9.47745	225.725	56.4826	9.49053	152.723	46.2315
334.166	9.47741	224.74	56.7848	9.4905	149.731	46.4474
334.167	9.47738	224.755	57.0869	9.49046	148.74	46.662
334.169	9.47734	224.77	57.389	9.49043	148.748	46.8766
334.17	9.47731	222.785	57.6887	9.49039	148.757	47.0912
334.171	9.47727	223.8	57.9897	9.49036	148.766	47.3058
334.172	9.47724	223.816	58.2907	9.49032	148.774	47.5205
334.174	9.4772	222.831	58.5904	9.49028	147.783	47.7339
334.175	9.47717	222.846	58.8902	9.49025	145.791	47.9448
334.176	9.47713	222.861	59.19	9.49021	141.8	48.1508
334.177	9.4771	222.876	59.4898	9.49018	136.808	48.3506
334.179	9.47706	221.891	59.7884	9.49014	132.817	48.5454
334.18	9.47703	220.906	60.0857	9.49011	130.825	48.7377
334.181	9.47699	222.921	60.3856	9.49007	129.834	48.9288
334.182	9.47696	223.936	60.6867	9.49004	131.842	49.1224
334.184	9.47692	225.951	60.9903	9.49	137.851	49.3235
334.185	9.47688	228.966	61.2977	9.48997	144.859	49.5333
334.186	9.47685	230.981	61.6076	9.48993	151.868	49.7518
334.187	9.47681	235.997	61.9237	9.4899	156.876	49.9765
334.188	9.47678	239.012	62.2435	9.48986	158.885	50.2037
334.19	9.47674	241.027	62.5659	9.48983	161.894	50.4346
334.191	9.47671	244.042	62.892	9.48979	162.902	50.6669
334.192	9.47667	247.057	63.2219	9.48975	162.911	50.8991
334.193	9.47664	251.072	63.5568	9.48972	160.919	51.1288
334.195	9.4766	254.087	63.8954	9.48968	160.928	51.3586
334.196	9.47657	254.102	64.234	9.48965	161.936	51.5896
334.197	9.47653	256.117	64.5751	9.48961	161.945	51.8206
334.198	9.4765	257.132	64.9175	9.48958	162.953	52.0529
334.2	9.47646	257.147	65.2599	9.48954	164.962	52.2876
334.201	9.47643	257.163	65.6023	9.48951	167.97	52.5262
334.202	9.47639	258.178	65.946	9.48947	169.979	52.7672
334.203	9.47636	261.193	66.2935	9.48944	171.987	53.0107
334.205	9.47632	264.208	66.6446	9.4894	171.996	53.2542
334.206	9.47629	267.223	66.9996	9.48937	174.004	53.5002
334.207	9.47625	269.238	67.357	9.48933	178.013	53.7512
334.208	9.47622	274.253	67.7207	9.4893	183.022	54.0084
334.21	9.47618	280.268	68.0918	9.48926	188.03	54.2719
334.211	9.47614	286.283	68.4705	9.48923	194.039	54.5428
334.212	9.47611	289.298	68.8529	9.48919	198.047	54.8187
334.213	9.47607	289.313	69.2353	9.48915	201.056	55.0983
334.215	9.47604	289.328	69.6177	9.48912	204.064	55.3817
334.216	9.476	289.344	70.0001	9.48908	205.073	55.6663
334.217	9.47597	288.359	70.3813	9.48905	203.081	55.9485
334.218	9.47593	287.374	70.7613	9.48901	200.09	56.2269
334.22	9.4759	288.389	71.1426	9.48898	200.098	56.5054
334.221	9.47586	290.404	71.5263	9.48894	199.107	56.7826
334.222	9.47583	293.419	71.9138	9.48891	197.115	57.0574
334.223	9.47579	294.434	72.3026	9.48887	195.124	57.3296
334.225	9.47576	296.449	72.6938	9.48884	194.133	57.6007
334.226	9.47572	298.464	73.0876	9.4888	194.141	57.8717
334.227	9.47569	299.479	73.4826	9.48877	193.15	58.1415
334.228	9.47565	297.494	73.8752	9.48873	192.158	58.4101
334.23	9.47562	296.509	74.2665	9.4887	192.167	58.6787
334.231	9.47558	297.525	74.6592	9.48866	194.175	58.9498
334.232	9.47555	300.54	75.0555	9.48863	198.184	59.2258
334.233	9.47551	305.555	75.4581	9.48859	202.192	59.5069
334.234	9.47547	308.57	75.8644	9.48855	205.201	59.7917
334.236	9.47544	311.585	76.2745	9.48852	208.209	60.0802
334.237	9.4754	313.6	76.6871	9.48848	209.218	60.37
334.238	9.47537	315.615	77.1022	9.48845	210.226	60.6611
334.239	9.47533	313.63	77.5148	9.48841	209.235	60.9509
334.241	9.4753	310.645	77.9237	9.48838	208.243	61.2394
334.242	9.47526	308.66	78.3302	9.48834	206.252	61.5255
334.243	9.47523	309.675	78.7379	9.48831	204.261	61.8092
334.244	9.47519	312.691	79.1494	9.48827	203.269	62.0916
334.246	9.47516	315.706	79.5646	9.48824	204.278	62.3752
334.247	9.47512	318.721	79.9835	9.4882	204.286	62.6589
334.248	9.47509	322.736	80.4075	9.48817	204.295	62.9425
334.249	9.47505	327.751	80.8376	9.48813	205.303	63.2274
334.251	9.47502	330.766	81.2716	9.4881	206.312	63.5136
334.252	9.47498	335.781	81.7117	9.48806	208.32	63.8023
334.253	9.47495	339.796	82.1569	9.48803	211.329	64.0947
334.254	9.47491	343.811	82.607	9.48799	215.337	64.3921
334.256	9.47488	347.826	83.0622	9.48795	217.346	64.692
334.257	9.47484	351.841	83.5223	9.48792	221.354	64.9969
334.258	9.47481	355.856	83.9874	9.48788	224.363	65.3055
334.259	9.47477	356.872	84.4538	9.48785	224.371	65.6141
334.261	9.47473	357.887	84.9215	9.48781	223.38	65.9215
334.262	9.4747	355.902	85.3866	9.48778	224.389	66.2302
334.263	9.47466	354.917	85.8506	9.48774	226.397	66.5413
334.264	9.47463	353.932	86.3133	9.48771	226.406	66.8525
334.266	9.47459	353.947	86.7761	9.48767	225.414	67.1624
334.267	9.47456	354.962	87.2401	9.48764	225.423	67.4723
334.268	9.47452	357.977	87.7078	9.4876	225.431	67.7823
334.269	9.47449	359.992	88.1781	9.48757	224.44	68.091
334.271	9.47445	361.007	88.6496	9.48753	222.448	68.3972
334.272	9.47442	363.022	89.1237	9.4875	221.457	68.7022
334.273	9.47438	365.037	89.6002	9.48746	221.465	69.0072
334.274	9.47435	367.053	90.0792	9.48743	220.474	69.311
334.276	9.47431	370.068	90.562	9.48739	220.482	69.6148
334.277	9.47428	373.083	91.0486	9.48735	220.491	69.9186
334.278	9.47424	375.098	91.5376	9.48732	221.5	70.2237
334.279	9.47421	378.113	92.0304	9.48728	224.508	70.5325
334.28	9.47417	380.128	92.5257	9.48725	226.517	70.8438
334.282	9.47414	382.143	93.0235	9.48721	229.525	71.1588
334.283	9.4741	382.158	93.5213	9.48718	231.534	71.4763
334.284	9.47407	379.173	94.0154	9.48714	235.542	71.7988
334.285	9.47403	378.188	94.5083	9.48711	242.551	72.1301
334.287	9.47399	374.203	94.9962	9.48707	249.559	72.47
334.288	9.47396	371.219	95.4805	9.48704	256.568	72.8186
334.289	9.47392	369.234	95.9622	9.487	259.576	73.171
334.29	9.47389	368.249	96.4427	9.48697	260.585	73.5247
334.292	9.47385	368.264	96.9233	9.48693	262.593	73.8808
334.293	9.47382	369.279	97.4051	9.4869	266.602	74.242
334.294	9.47378	373.294	97.8919	9.48686	269.61	74.6068
334.295	9.47375	377.309	98.3837	9.48683	271.619	74.9742
334.297	9.47371	378.324	98.8767	9.48679	273.628	75.344
334.298	9.47368	379.339	99.371	9.48676	274.636	75.7152
334.299	9.47364	379.354	99.8654	9.48672	274.645	76.0863
334.3	9.47361	382.369	100.363	9.48668	274.653	76.4574
334.302	9.47357	386.384	100.867	9.48665	274.662	76.8286
334.303	9.47354	390.4	101.375	9.48661	273.67	77.1985
334.304	9.4735	395.415	101.889	9.48658	274.679	77.5696
334.305	9.47347	400.43	102.409	9.48654	275.687	77.9421
334.307	9.47343	405.445	102.936	9.48651	275.696	78.3145
334.308	9.4734	409.46	103.468	9.48647	276.704	78.6882
334.309	9.47336	411.475	104.002	9.48644	275.713	79.0606
334.31	9.47333	415.49	104.541	9.4864	272.721	79.4294
334.312	9.47329	421.505	105.088	9.48637	268.73	79.7931
334.313	9.47325	429.52	105.645	9.48633	267.738	80.1557
334.314	9.47322	434.535	106.208	9.4863	266.747	80.517
334.315	9.47318	437.55	106.775	9.48626	265.756	80.8771
334.317	9.47315	438.565	107.342	9.48623	263.764	81.2347
334.318	9.47311	440.581	107.913	9.48619	262.773	81.591
334.319	9.47308	442.596	108.486	9.48616	262.781	81.9474
334.32	9.47304	446.611	109.064	9.48612	263.79	82.305
334.322	9.47301	449.626	109.646	9.48608	264.798	82.6639
334.323	9.47297	450.641	110.228	9.48605	267.807	83.0266
334.324	9.47294	451.656	110.813	9.48601	273.815	83.3966
334.325	9.4729	453.671	111.399	9.48598	279.824	83.7742
334.326	9.47287	455.686	111.989	9.48594	285.832	84.1592
334.328	9.47283	458.701	112.582	9.48591	290.841	84.5505
334.329	9.4728	465.716	113.183	9.48587	292.849	84.9442
334.33	9.47276	473.731	113.795	9.48584	293.858	85.3393
334.331	9.47273	480.746	114.415	9.4858	295.866	85.7368
334.333	9.47269	486.762	115.043	9.48577	296.875	86.1355
334.334	9.47266	493.777	115.68	9.48573	295.884	86.5331
334.335	9.47262	497.792	116.321	9.4857	294.892	86.9294
334.336	9.47259	500.807	116.967	9.48566	292.901	87.3232
334.338	9.47255	503.822	117.616	9.48563	290.909	87.7145
334.339	9.47252	505.837	118.267	9.48559	286.918	88.1009
334.34	9.47248	506.852	118.92	9.48556	285.926	88.4861
334.341	9.47244	507.867	119.574	9.48552	285.935	88.8712
334.343	9.47241	508.882	120.23	9.48549	286.943	89.2576
334.344	9.47237	509.897	120.886	9.48545	286.952	89.6441
334.345	9.47234	509.912	121.543	9.48541	286.96	90.0305
334.346	9.4723	508.928	122.198	9.48538	286.969	90.4169
334.348	9.47227	507.943	122.852	9.48534	284.977	90.8009
334.349	9.47223	508.958	123.508	9.48531	285.986	91.1861
334.35	9.4722	511.973	124.167	9.48527	286.995	91.5726
334.351	9.47216	514.988	124.83	9.48524	287.003	91.9591
334.353	9.47213	516.003	125.494	9.4852	290.012	92.3493
334.354	9.47209	519.018	126.162	9.48517	295.02	92.7458
334.355	9.47206	525.033	126.838	9.48513	299.029	93.1472
334.356	9.47202	531.048	127.521	9.4851	301.037	93.5512
334.358	9.47199	537.063	128.211	9.48506	302.046	93.9564
334.359	9.47195	544.078	128.91	9.48503	304.054	94.364
334.36	9.47192	547.093	129.613	9.48499	306.063	94.7742
334.361	9.47188	551.109	130.321	9.48496	306.071	95.1844
334.363	9.47185	552.124	131.03	9.48492	303.08	95.5909
334.364	9.47181	553.139	131.74	9.48489	301.088	95.9949
334.365	9.47178	553.154	132.451	9.48485	300.097	96.3976
334.366	9.47174	553.169	133.161	9.48482	299.105	96.7992
334.368	9.47171	554.184	133.873	9.48478	298.114	97.1995
334.369	9.47167	556.199	134.587	9.48474	296.123	97.5973
334.37	9.47163	559.214	135.305	9.48471	295.131	97.9939
334.371	9.4716	563.229	136.028	9.48467	297.14	98.393
334.372	9.47156	566.244	136.755	9.48464	301.148	98.7971
334.374	9.47153	571.259	137.487	9.4846	305.157	99.2061
334.375	9.47149	577.274	138.228	9.48457	310.165	99.6214
334.376	9.47146	582.29	138.974	9.48453	314.174	100.042
334.377	9.47142	589.305	139.73	9.4845	316.182	100.464
334.379	9.47139	593.32	140.49	9.48446	318.191	100.89
334.38	9.47135	596.335	141.254	9.48443	319.199	101.316
334.381	9.47132	601.35	142.024	9.48439	321.208	101.745
334.382	9.47128	604.365	142.799	9.48436	323.216	102.177
334.384	9.47125	609.38	143.579	9.48432	325.225	102.611
334.385	9.47121	610.395	144.36	9.48429	328.233	103.049
334.386	9.47118	611.41	145.143	9.48425	330.242	103.489
334.387	9.47114	612.425	145.927	9.48422	331.251	103.93
334.389	9.47111	614.44	146.714	9.48418	330.259	104.37
334.39	9.47107	618.456	147.505	9.48415	328.268	104.808
334.391	9.47104	621.471	148.301	9.48411	328.276	105.246
334.392	9.471	623.486	149.099	9.48407	328.285	105.684
334.394	9.47097	624.501	149.898	9.48404	329.293	106.123
334.395	9.47093	624.516	150.697	9.484	331.302	106.565
334.396	9.4709	623.531	151.495	9.48397	333.31	107.009
334.397	9.47086	625.546	152.295	9.48393	336.319	107.456
334.399	9.47083	630.561	153.102	9.4839	337.327	107.905
334.4	9.47079	639.576	153.92	9.48386	339.336	108.357
334.401	9.47075	649.591	154.75	9.48383	344.344	108.815
334.402	9.47072	660.606	155.594	9.48379	350.353	109.28
334.404	9.47068	669.621	156.449	9.48376	354.362	109.75
334.405	9.47065	678.637	157.315	9.48372	356.37	110.223
334.406	9.47061	685.652	158.191	9.48369	360.379	110.701
334.407	9.47058	688.667	159.069	9.48365	365.387	111.185
334.409	9.47054	690.682	159.951	9.48362	369.396	111.673
334.41	9.47051	691.697	160.833	9.48358	371.404	112.165
334.411	9.47047	693.712	161.718	9.48355	372.413	112.658
334.412	9.47044	696.727	162.607	9.48351	376.421	113.155
334.414	9.4704	698.742	163.499	9.48348	377.43	113.654
334.415	9.47037	699.757	164.391	9.48344	380.438	114.157
334.416	9.47033	702.772	165.288	9.4834	385.447	114.666
334.417	9.4703	706.787	166.189	9.48337	391.455	115.182
334.418	9.47026	709.802	167.094	9.48333	397.464	115.706
334.42	9.47023	711.818	168.002	9.4833	401.472	116.235
334.421	9.47019	714.833	168.913	9.48326	404.481	116.767
334.422	9.47016	717.848	169.829	9.48323	406.49	117.302
334.423	9.47012	720.863	170.747	9.48319	408.498	117.84
334.425	9.47009	722.878	171.669	9.48316	409.507	118.378
334.426	9.47005	726.893	172.595	9.48312	409.515	118.917
334.427	9.47002	731.908	173.528	9.48309	409.524	119.456
334.428	9.46998	737.923	174.468	9.48305	413.532	120
334.43	9.46995	743.938	175.415	9.48302	416.541	120.547
334.431	9.46991	750.953	176.372	9.48298	418.549	121.097
334.432	9.46987	759.968	177.339	9.48295	421.558	121.651
334.433	9.46984	766.984	178.316	9.48291	422.566	122.206
334.435	9.4698	771.999	179.298	9.48288	424.575	122.764
334.436	9.46977	776.014	180.285	9.48284	426.583	123.324
334.437	9.46973	780.029	181.278	9.48281	429.592	123.887
334.438	9.4697	781.044	182.272	9.48277	431.6	124.454
334.44	9.46966	783.059	183.268	9.48273	435.609	125.025
334.441	9.46963	783.074	184.264	9.4827	440.618	125.602
334.442	9.46959	783.089	185.26	9.48266	444.626	126.185
334.443	9.46956	782.104	186.255	9.48263	447.635	126.771
334.445	9.46952	782.119	187.25	9.48259	449.643	127.36
334.446	9.46949	783.134	188.247	9.48256	450.652	127.95
334.447	9.46945	787.149	189.248	9.48252	455.66	128.546
334.448	9.46942	792.165	190.255	9.48249	458.669	129.146
334.45	9.46938	796.18	191.268	9.48245	460.677	129.748
334.451	9.46935	800.195	192.286	9.48242	461.686	130.352
334.452	9.46931	803.21	193.307	9.48238	462.694	130.957
334.453	9.46928	805.225	194.331	9.48235	464.703	131.564
334.455	9.46924	808.24	195.358	9.48231	465.711	132.173
334.456	9.46921	811.255	196.389	9.48228	465.72	132.781
334.457	9.46917	813.27	197.423	9.48224	467.729	133.393
334.458	9.46914	817.285	198.462	9.48221	469.737	134.006
334.459	9.4691	822.3	199.507	9.48217	472.746	134.624
334.461	9.46907	827.315	200.558	9.48214	474.754	135.243
334.462	9.46903	831.33	201.614	9.4821	475.763	135.865
334.463	9.46899	833.346	202.673	9.48207	474.771	136.485
334.464	9.46896	836.361	203.735	9.48203	477.78	137.108
334.466	9.46892	842.376	204.805	9.48199	477.788	137.732
334.467	9.46889	847.391	205.882	9.48196	478.797	138.357
334.468	9.46885	854.406	206.966	9.48192	482.805	138.987
334.469	9.46882	863.421	208.063	9.48189	487.814	139.623
334.471	9.46878	871.436	209.169	9.48185	495.822	140.269
334.472	9.46875	876.451	210.281	9.48182	501.831	140.922
334.473	9.46871	881.466	211.399	9.48178	507.839	141.583
334.474	9.46868	886.481	212.524	9.48175	512.848	142.251
334.476	9.46864	891.496	213.655	9.48171	517.857	142.924
334.477	9.46861	894.511	214.79	9.48168	520.865	143.601
334.478	9.46857	899.527	215.931	9.48164	522.874	144.281
334.479	9.46854	904.542	217.078	9.48161	525.882	144.965
334.481	9.4685	909.557	218.232	9.48157	529.891	145.653
334.482	9.46847	918.572	219.396	9.48154	534.899	146.348
334.483	9.46843	928.587	220.574	9.4815	538.908	147.047
334.484	9.4684	936.602	221.761	9.48147	543.916	147.753
334.486	9.46836	943.617	222.957	9.48143	545.925	148.462
334.487	9.46833	950.632	224.161	9.4814	547.933	149.173
334.488	9.46829	958.647	225.375	9.48136	548.942	149.885
334.489	9.46826	963.662	226.596	9.48133	546.95	150.594
334.491	9.46822	970.677	227.826	9.48129	545.959	151.303
334.492	9.46819	976.693	229.063	9.48125	546.967	152.012
334.493	9.46815	979.708	230.303	9.48122	547.976	152.723
334.494	9.46811	983.723	231.549	9.48118	548.985	153.435
334.496	9.46808	988.738	232.801	9.48115	548.993	154.148
334.497	9.46804	993.753	234.059	9.48111	551.002	154.862
334.498	9.46801	1000.77	235.326	9.48108	554.01	155.581
334.499	9.46797	1007.78	236.601	9.48104	557.019	156.303
334.501	9.46794	1012.8	237.883	9.48101	559.027	157.028
334.502	9.4679	1018.81	239.173	9.48097	560.036	157.754
334.503	9.46787	1026.83	240.472	9.48094	564.044	158.484
334.504	9.46783	1033.84	241.78	9.4809	568.053	159.22
334.505	9.4678	1042.86	243.099	9.48087	572.061	159.961
334.507	9.46776	1050.87	244.428	9.48083	575.07	160.706
334.508	9.46773	1059.89	245.768	9.4808	577.078	161.453
334.509	9.46769	1065.9	247.116	9.48076	581.087	162.205
334.51	9.46766	1071.92	248.472	9.48073	585.096	162.962
334.512	9.46762	1076.93	249.833	9.48069	587.104	163.722
334.513	9.46759	1083.95	251.203	9.48066	590.113	164.485
334.514	9.46755	1089.96	252.581	9.48062	594.121	165.253
334.515	9.46752	1094.98	253.965	9.48059	598.13	166.026
334.517	9.46748	1098.99	255.354	9.48055	600.138	166.802
334.518	9.46745	1105.01	256.751	9.48051	601.147	167.579
334.519	9.46741	1111.02	258.155	9.48048	605.155	168.361
